name,degree,year
Red Buttons,44,1971
Dan O'Herlihy,44,1971
Richard Todd,44,1971
Theodore Bikel,44,1971
Carroll Baker,44,1971
Lee Remick,44,1971
Susannah York,44,1971
Irving Cummings,43,1971
John Gielgud,43,1971
Sylvia Sidney,43,1971
Robert Siodmak,43,1971
Fred Astaire,43,1971
Jason Robards,43,1971
Jan Sterling,43,1971
Sidney Lumet,42,1971
Kim Hunter,42,1971
Rita Moreno,42,1971
Peter Sellers,42,1971
Ethel Waters,41,1971
Gloria Stuart,41,1971
Vivien Leigh,41,1971
Juanita Moore,41,1971
Teresa Wright,41,1971
Patricia Neal,41,1971
Jack Warden,41,1971
Joanne Woodward,41,1971
Lillian Gish,40,1971
W. S. Van Dyke,40,1971
Clifton Webb,40,1971
Barbara O'Neil,40,1971
Cara Williams,40,1971
Dorothy Malone,40,1971
Anthony Quayle,40,1971
Sidney Poitier,40,1971
Dennis Hopper,40,1971
Peter Falk,40,1971
George C. Scott,40,1971
Billy Wilder,39,1971
Lauren Bacall,39,1971
Michael Caine,39,1971
Eva Marie Saint,39,1971
Martin Ritt,39,1971
Frank Finlay,39,1971
Dame May Whitty,38,1971
Janet Gaynor,38,1971
Carol Reed,38,1971
Nancy Olson,38,1971
Shirley Jones,38,1971
James Coburn,38,1971
Alexander Hall,37,1971
Mildred Natwick,37,1971
Richard Harris,37,1971
Margaret Wycherly,36,1971
Geraldine Page,36,1971
Sean Connery,36,1971
Sydney Greenstreet,35,1971
Peter O'Toole,35,1971
Erich von Stroheim,34,1971
Robert Vaughn,34,1971
Hermione Baddeley,34,1971
Celeste Holm,34,1971
Margaret Leighton,34,1971
Anne Bancroft,34,1971
John Cassavetes,34,1971
Bruce Dern,34,1971
Wesley Ruggles,33,1971
Betty Compson,33,1971
Gregory La Cava,33,1971
Jessica Tandy,33,1971
Maria Ouspenskaya,33,1971
Simone Signoret,33,1971
Mercedes McCambridge,33,1971
Denholm Elliott,33,1971
Anthony Franciosa,33,1971
Jane Fonda,33,1971
Robert Donat,32,1971
J. Lee Thompson,32,1971
Maggie Smith,32,1971
Stanley Kramer,32,1971
Christopher Plummer,32,1971
Vanessa Redgrave,32,1971
Bobby Darin,32,1971
Leo McCarey,31,1971
Dorothy Dandridge,31,1971
Wendy Hiller,31,1971
James Stephenson,31,1971
Jules Dassin,31,1971
Lee Grant,31,1971
Ian Bannen,31,1971
Steve McQueen,31,1971
Clint Eastwood,31,1971
Jackie Gleason,30,1971
Leslie Caron,30,1971
Shirley Knight,30,1971
Ann-Margret,30,1971
Gene Hackman,30,1971
Robert Duvall,30,1971
Faye Dunaway,30,1971
Arthur Kennedy,29,1971
David Lean,29,1971
Barbara Bel Geddes,29,1971
Hope Emerson,29,1971
Anouk Aimée,29,1971
Martin Landau,29,1971
Richard Dix,28,1971
Louise Dresser,28,1971
Joshua Logan,28,1971
Kay Medford,28,1971
Jack Gilford,28,1971
Cliff Robertson,28,1971
Jack Nicholson,28,1971
Gloria Swanson,27,1971
Victor Schertzinger,27,1971
Ruth Chatterton,27,1971
Margaret Rutherford,27,1971
Ruth Gordon,27,1971
Cloris Leachman,27,1971
Max von Sydow,27,1971
Marisa Pavan,27,1971
Robert Mulligan,27,1971
Harry Beaumont,26,1971
Valentina Cortese,26,1971
Grace Kelly,26,1971
Jo Van Fleet,26,1971
Alan Arkin,26,1971
Katy Jurado,25,1971
Jean Hagen,25,1971
George Chakiris,25,1971
Eileen Heckart,25,1971
Alan Bates,25,1971
Tom Courtenay,25,1971
Patricia Collinge,24,1971
Diane Cilento,24,1971
James Dean,24,1971
Maximilian Schell,24,1971
Warren Beatty,24,1971
Julie Christie,24,1971
Michael J. Pollard,24,1971
Candice Bergen,24,1971
Oscar Homolka,23,1971
Julie Andrews,23,1971
Vincent Gardenia,23,1971
Katharine Ross,23,1971
Sessue Hayakawa,22,1971
Peggy Wood,22,1971
Nancy Kelly,22,1971
Nancy Carroll,22,1971
Lee Tracy,22,1971
Marcello Mastroianni,22,1971
Betsy Blair,22,1971
Arthur Hiller,22,1971
Elliott Gould,22,1971
Beah Richards,22,1971
William Wellman,21,1971
Diana Wynyard,21,1971
Lila Kedrova,21,1971
Robert Rossen,21,1971
Tony Richardson,21,1971
Maureen Stapleton,21,1971
Piper Laurie,20,1971
Tuesday Weld,20,1971
Ian Holm,20,1971
Alfred Lunt,19,1971
Anna Magnani,19,1971
Peggy Ashcroft,19,1971
Peter Glenville,19,1971
John Marley,19,1971
John Dall,19,1971
George Roy Hill,19,1971
Melina Mercouri,19,1971
Sandy Dennis,19,1971
Terence Stamp,19,1971
Mike Nichols,19,1971
Herbert Brenon,18,1971
Oskar Werner,18,1971
Katina Paxinou,18,1971
Ruby Dee,18,1971
Diahann Carroll,18,1971
Samantha Eggar,18,1971
Estelle Parsons,18,1971
Buck Henry,18,1971
Robert Redford,18,1971
Lynn Fontanne,17,1971
Leslie Howard,17,1971
Larry Parks,17,1971
Susan Peters,17,1971
Frank Perry,17,1971
John Schlesinger,17,1971
Diane Varsi,17,1971
Ron Moody,17,1971
Victor Buono,17,1971
Rip Torn,17,1971
Jon Voight,17,1971
Jack Cardiff,16,1971
Jean Renoir,16,1971
George Burns,16,1971
Joan Lorring,16,1971
Charles Crichton,16,1971
Stanley Kubrick,16,1971
Dyan Cannon,16,1971
Albert Finney,16,1971
Norman Jewison,16,1971
Peter Fonda,16,1971
Sydney Pollack,16,1971
Dustin Hoffman,16,1971
Andrea Leeds,15,1971
Federico Fellini,15,1971
Jeff Chandler,15,1971
Beatrice Straight,15,1971
Joe Mantell,15,1971
James Caan,15,1971
Elizabeth Hartman,15,1971
Karen Black,15,1971
Luise Rainer,14,1971
Maggie McNamara,14,1971
Susan Kohner,14,1971
Sarah Miles,14,1971
Arthur Penn,14,1971
Lynn Redgrave,14,1971
Franklin J. Schaffner,14,1971
Peter Bogdanovich,14,1971
Michael Cacoyannis,13,1971
Patty Duke,13,1971
Gena Rowlands,13,1971
Sylvia Miles,13,1971
John Hurt,13,1971
Teri Garr,13,1971
James Coco,13,1971
Diane Ladd,13,1971
Corinne Griffith,12,1971
Celia Johnson,12,1971
Joyce Redman,12,1971
Anthony Harvey,12,1971
Robert Loggia,12,1971
Ellen Burstyn,12,1971
Emil Jannings,11,1971
George Arliss,11,1971
Judy Holliday,11,1971
Lilia Skala,11,1971
Seymour Cassel,11,1971
Robert De Niro,11,1971
Hal Holbrook,11,1971
Robert Forster,11,1971
Glenda Jackson,11,1971
Lynn Carlin,11,1971
Barbara Hershey,11,1971
Leonard Frey,11,1971
Michael Chekhov,10,1971
Josephine Hull,10,1971
Art Carney,10,1971
Kim Stanley,10,1971
Martin Scorsese,10,1971
Charlotte Rampling,10,1971
Joan Hackett,10,1971
Barbra Streisand,10,1971
Catherine Burns,10,1971
Sylvester Stallone,10,1971
George Bancroft,9,1971
Jack Clayton,9,1971
Liza Minnelli,9,1971
Roman Polanski,9,1971
Paul Scofield,9,1971
Carol Channing,9,1971
Miyoshi Umeki,9,1971
Rupert Crosse,9,1971
Sally Kellerman,9,1971
James Earl Jones,9,1971
Giancarlo Giannini,9,1971
Michael Douglas,9,1971
Gene Wilder,9,1971
Eileen Brennan,9,1971
Brenda Vaccaro,9,1971
Elisabeth Bergner,8,1971
Grace Moore,8,1971
Peggy Lee,8,1971
Jeff Bridges,8,1971
Shirley Booth,8,1971
Rosemary Harris,8,1971
Patty McCormack,8,1971
Mark Rydell,8,1971
Catherine Deneuve,8,1971
Cicely Tyson,8,1971
Francis Ford Coppola,8,1971
Liv Ullmann,8,1971
William Friedkin,8,1971
Peter Yates,8,1971
Judi Dench,8,1971
Harrison Ford,8,1971
John Houseman,7,1971
Pietro Germi,7,1971
Michelangelo Antonioni,7,1971
Eva Le Gallienne,7,1971
Robert Altman,7,1971
Mary Tyler Moore,7,1971
Mary Badham,7,1971
Alan Alda,7,1971
Steven Spielberg,7,1971
Ken Russell,7,1971
Geneviève Bujold,7,1971
Sondra Locke,7,1971
Bruce Davison,7,1971
Jane Alexander,7,1971
Susan Tyrrell,7,1971
Herbert Ross,6,1971
Lotte Lenya,6,1971
Lawrence Tibbett,6,1971
Lee Strasberg,6,1971
Eric Roberts,6,1971
Mary Ure,6,1971
Louis Malle,6,1971
Joan Plowright,6,1971
Ron Howard,6,1971
Charles Durning,6,1971
Woody Allen,6,1971
Lesley Ann Warren,6,1971
Sam Waterston,6,1971
Sam Elliott,6,1971
Carol Kane,6,1971
Ingmar Bergman,5,1971
Richard Farnsworth,5,1971
Bob Fosse,5,1971
François Truffaut,5,1971
Peggy Cass,5,1971
Jerome Robbins,5,1971
Burt Reynolds,5,1971
Dudley Moore,5,1971
Roy Scheider,5,1971
Vivien Merchant,5,1971
Anthony Hopkins,5,1971
Goldie Hawn,5,1971
Jack Wild,5,1971
Ryan O'Neal,5,1971
Jeannie Berlin,5,1971
Randy Quaid,5,1971
Janet Suzman,5,1971
Daniel Day-Lewis,5,1971
Harold Russell,4,1971
"Louis Gossett, Jr.",4,1971
Barbara Barrie,4,1971
Pauline Collins,4,1971
Morgan Freeman,4,1971
Harvey Keitel,4,1971
Al Pacino,4,1971
Paul Winfield,4,1971
Frank Langella,4,1971
Carrie Snodgress,4,1971
Chief Dan George,4,1971
Diane Keaton,4,1971
Christopher Walken,4,1971
Jeanne Eagels,3,1971
Gillo Pontecorvo,3,1971
Colette Marchand,3,1971
Joel Grey,3,1971
Emmanuelle Riva,3,1971
Sally Kirkland,3,1971
Helen Mirren,3,1971
Michael Radford,3,1971
Talia Shire,3,1971
Hal Ashby,3,1971
Burt Young,3,1971
Michael V. Gazzo,3,1971
Ted Wilde,2,1971
Miliza Korjus,2,1971
Albert Basserman,2,1971
Franco Zeffirelli,2,1971
Robert Stevenson,2,1971
Brandon De Wilde,2,1971
Grayson Hall,2,1971
Louise Fletcher,2,1971
John Boorman,2,1971
Jan Troell,2,1971
Cher,2,1971
Terrence Malick,2,1971
Ian McKellen,2,1971
Olympia Dukakis,2,1971
Peter Weir,2,1971
Susan Sarandon,2,1971
Stephen Frears,2,1971
Kathy Bates,2,1971
Edward Norton,1,1971
Anne Shirley,1,1971
Robert Shaw,1,1971
Claude Lelouch,1,1971
George Lucas,1,1971
Costa-Gavras,1,1971
Lina Wertmüller,1,1971
Alan J. Pakula,1,1971
Jill Clayburgh,1,1971
Anjelica Huston,1,1971
Dame Edith Evans,1,1971
Richard Dreyfuss,1,1971
John G. Avildsen,1,1971
Penelope Milford,1,1971
Sally Field,1,1971
Linda Blair,1,1971
George Miller,0,1971
Sidney Franklin,0,1971
Bill Murray,0,1971
Helen Hunt,0,1971
Nick Adams,0,1971
Robert Montgomery,0,1971
Akira Kurosawa,0,1971
Robert Benton,0,1971
Ida Kamińska,0,1971
Robin Williams,0,1971
Michael Anderson,0,1971
Ben Johnson,0,1971
Michael Mann,0,1971
Armin Mueller-Stahl,0,1971
Joe Pesci,0,1971
Bernardo Bertolucci,0,1971
Edouard Molinaro,0,1971
Hiroshi Teshigahara,0,1971
Norma Aleandro,0,1971
James Ivory,0,1971
Brad Dourif,0,1971
Timothy Hutton,0,1971
Barbet Schroeder,0,1971
Jacki Weaver,0,1971
Krzysztof Kieślowski,0,1971
David Lynch,0,1971
Ali MacGraw,0,1971
Sissy Spacek,0,1971
Marie-Christine Barrault,0,1971
Robert Downey Jr.,0,1971
Fernanda Montenegro,0,1971
Bette Midler,0,1971
Oliver Stone,0,1971
Isabelle Huppert,0,1971
Mike Leigh,0,1971
Gary Busey,0,1971
Gary Cooper,168,1972
John Wayne,165,1972
Henry Fonda,143,1972
Walter Brennan,137,1972
Clark Gable,135,1972
Kirk Douglas,135,1972
Cary Grant,133,1972
Frank Morgan,132,1972
Jane Darwell,131,1972
Mary Astor,131,1972
Fredric March,131,1972
Gene Lockhart,131,1972
Akim Tamiroff,130,1972
Cecil Kellaway,130,1972
Spencer Tracy,129,1972
James Stewart,129,1972
Adolphe Menjou,128,1972
William Holden,128,1972
Lewis Stone,127,1972
William Demarest,126,1972
Anthony Quinn,124,1972
Donald Crisp,123,1972
Charles Coburn,123,1972
Humphrey Bogart,122,1972
David Niven,121,1972
Charles Laughton,119,1972
J. Carrol Naish,118,1972
Walter Pidgeon,118,1972
Spring Byington,116,1972
George Sanders,116,1972
Eddie Albert,116,1972
Lionel Barrymore,115,1972
Louis Calhern,115,1972
Walter Huston,114,1972
Gregory Peck,114,1972
James Gleason,113,1972
Stuart Erwin,112,1972
Joan Crawford,111,1972
Barbara Stanwyck,111,1972
Charles Bickford,111,1972
Mervyn LeRoy,109,1972
Lee J. Cobb,109,1972
Debbie Reynolds,109,1972
Agnes Moorehead,108,1972
Victor McLaglen,107,1972
Donna Reed,107,1972
Robert Mitchum,107,1972
Mickey Rooney,106,1972
Beulah Bondi,105,1972
Bing Crosby,104,1972
Jane Wyman,103,1972
Shelley Winters,103,1972
Van Heflin,102,1972
Burt Lancaster,102,1972
Michael Curtiz,101,1972
Frank Sinatra,101,1972
Loretta Young,100,1972
John Ford,99,1972
Dean Jagger,99,1972
George Cukor,99,1972
Bette Davis,99,1972
Sam Jaffe,99,1972
Olivia de Havilland,99,1972
Cecil B. DeMille,97,1972
Edmund Gwenn,97,1972
Charles Boyer,97,1972
Joan Fontaine,97,1972
James Mason,97,1972
Ray Milland,96,1972
Raymond Massey,96,1972
Ralph Bellamy,95,1972
William Powell,94,1972
Robert Ryan,94,1972
Ginger Rogers,94,1972
Franchot Tone,94,1972
Marjorie Main,94,1972
Karl Malden,94,1972
Elizabeth Taylor,93,1972
Lew Ayres,92,1972
Melvyn Douglas,92,1972
Burgess Meredith,92,1972
Lana Turner,92,1972
Irene Dunne,91,1972
Henry Travers,91,1972
Carole Lombard,89,1972
Henry Hathaway,89,1972
Edmond O'Brien,89,1972
Tony Curtis,89,1972
Paul Newman,89,1972
George Stevens,88,1972
Billie Burke,87,1972
Laurence Olivier,87,1972
Otto Preminger,87,1972
Alexander Knox,86,1972
William Dieterle,85,1972
Chill Wills,85,1972
Anne Baxter,85,1972
Jeanne Crain,85,1972
Claude Rains,84,1972
Roland Young,84,1972
Rosalind Russell,84,1972
Paul Lukas,83,1972
Jack Oakie,83,1972
Broderick Crawford,83,1972
Natalie Wood,83,1972
Charlton Heston,83,1972
Gladys Cooper,82,1972
John Huston,82,1972
Katharine Hepburn,82,1972
Robert Morley,82,1972
Norma Shearer,81,1972
Orson Welles,81,1972
Una Merkel,80,1972
William Wyler,80,1972
Anne Revere,80,1972
Susan Hayward,80,1972
Jean Simmons,80,1972
Brian Donlevy,79,1972
Joan Blondell,79,1972
Claire Trevor,79,1972
Ellen Corby,79,1972
Ernest Borgnine,79,1972
Robert Z. Leonard,78,1972
Elsa Lanchester,78,1972
Gene Tierney,78,1972
Eleanor Parker,78,1972
King Vidor,77,1972
William A. Wellman,77,1972
Ava Gardner,77,1972
Tom Tully,77,1972
Thelma Ritter,77,1972
Ed Begley,77,1972
Janet Leigh,77,1972
Clarence Brown,76,1972
Hattie McDaniel,76,1972
Deborah Kerr,76,1972
Gene Kelly,76,1972
Martin Balsam,76,1972
Frank Borzage,75,1972
H. B. Warner,75,1972
Sara Allgood,75,1972
Merle Oberon,75,1972
Ethel Barrymore,74,1972
Wallace Beery,74,1972
Eve Arden,74,1972
Arthur O'Connell,74,1972
Stuart Whitman,74,1972
Basil Rathbone,73,1972
Claudette Colbert,73,1972
Alfred Hitchcock,72,1972
Glynis Johns,72,1972
Angela Lansbury,72,1972
Trevor Howard,72,1972
Richard Widmark,71,1972
Richard Barthelmess,70,1972
Jackie Cooper,70,1972
Lucile Watson,70,1972
Bonita Granville,70,1972
Ralph Richardson,70,1972
Richard Burton,70,1972
Sam Wood,69,1972
Marjorie Rambeau,69,1972
Mischa Auer,69,1972
Dan Dailey,69,1972
Thomas Gomez,69,1972
John Sturges,69,1972
Marlon Brando,69,1972
Aline MacMahon,68,1972
Michael Redgrave,68,1972
Gig Young,68,1972
Rod Steiger,68,1972
May Robson,67,1972
Norman Taurog,67,1972
James Cagney,67,1972
Henry Koster,67,1972
Margaret Sullavan,67,1972
Judith Anderson,67,1972
Leo Genn,67,1972
Greer Garson,67,1972
Vincente Minnelli,67,1972
Martha Hyer,67,1972
Yul Brynner,67,1972
William Gargan,66,1972
Ruth Hussey,66,1972
Rock Hudson,66,1972
Fay Bainter,65,1972
Maurice Chevalier,64,1972
Hope Lange,64,1972
Joseph Schildkraut,63,1972
George Seaton,63,1972
James Whitmore,63,1972
Shirley MacLaine,63,1972
Howard Hawks,62,1972
Edward Dmytryk,62,1972
William Bendix,62,1972
Laurence Harvey,62,1972
Lee Marvin,62,1972
Brian Aherne,61,1972
Victor Fleming,60,1972
Ingrid Bergman,60,1972
Nina Foch,60,1972
Greta Garbo,59,1972
Anatole Litvak,59,1972
Warner Baxter,58,1972
Gladys George,58,1972
Marlene Dietrich,58,1972
Edna May Oliver,58,1972
Ed Wynn,58,1972
Judy Garland,58,1972
Fred Zinnemann,58,1972
John Mills,58,1972
Jean Negulesco,58,1972
Hugh Griffith,58,1972
Dorothy McGuire,58,1972
José Ferrer,58,1972
Carolyn Jones,58,1972
Paulette Goddard,57,1972
Peter Finch,57,1972
Richard Attenborough,57,1972
Robert Wise,57,1972
Russ Tamblyn,57,1972
Audrey Hepburn,57,1972
George Kennedy,57,1972
Marie Dressler,56,1972
Stanley Holloway,56,1972
Ann Sothern,56,1972
Rex Harrison,56,1972
Barry Fitzgerald,56,1972
Elia Kazan,56,1972
Cornel Wilde,56,1972
John Garfield,55,1972
Robert Stack,55,1972
Mildred Dunnock,55,1972
James Garner,55,1972
George Segal,55,1972
Gale Sondergaard,54,1972
Telly Savalas,54,1972
Ronald Colman,53,1972
Walter Matthau,53,1972
Walter Lang,52,1972
Joseph L. Mankiewicz,52,1972
Miriam Hopkins,52,1972
Sophia Loren,52,1972
Bessie Love,51,1972
John Farrow,51,1972
Jennifer Jones,51,1972
Peter Ustinov,51,1972
Alec Guinness,51,1972
Ernst Lubitsch,50,1972
Lewis Milestone,50,1972
Ann Harding,50,1972
Flora Robson,50,1972
Anthony Perkins,50,1972
Jack Lemmon,50,1972
Sal Mineo,50,1972
Mary Pickford,49,1972
Jean Arthur,49,1972
Don Ameche,49,1972
Arthur Hunnicutt,49,1972
Hume Cronyn,49,1972
Richard Jaeckel,49,1972
Dean Stockwell,49,1972
Jack Albertson,49,1972
Jack Palance,49,1972
Omar Sharif,49,1972
Helen Hayes,48,1972
Frank Lloyd,48,1972
Vittorio De Sica,48,1972
Charles Walters,48,1972
Ann Blyth,48,1972
Montgomery Clift,48,1972
Jack Kruschen,48,1972
Alice Brady,47,1972
Chester Morris,47,1972
Paul Muni,47,1972
Doris Day,47,1972
Delbert Mann,47,1972
Susannah York,47,1972
Charles Chaplin,46,1972
Frank Capra,46,1972
Monty Woolley,46,1972
Gloria Grahame,46,1972
Burl Ives,46,1972
Richard Brooks,46,1972
Geraldine Fitzgerald,45,1972
Dan O'Herlihy,45,1972
Jason Robards,44,1972
Martha Scott,44,1972
Red Buttons,44,1972
Anthony Quayle,44,1972
Richard Todd,44,1972
Theodore Bikel,44,1972
Carroll Baker,44,1972
Eva Marie Saint,44,1972
Lee Remick,44,1972
George C. Scott,44,1972
Irving Cummings,43,1972
John Gielgud,43,1972
Sylvia Sidney,43,1972
Robert Siodmak,43,1972
Fred Astaire,43,1972
Jan Sterling,43,1972
Michael Caine,43,1972
Peter Sellers,43,1972
Martin Ritt,43,1972
Sidney Lumet,42,1972
Kim Hunter,42,1972
Sidney Poitier,42,1972
Rita Moreno,42,1972
Ethel Waters,41,1972
Gloria Stuart,41,1972
Vivien Leigh,41,1972
Juanita Moore,41,1972
Teresa Wright,41,1972
Patricia Neal,41,1972
Jack Warden,41,1972
Joanne Woodward,41,1972
James Coburn,41,1972
Peter O'Toole,41,1972
Lillian Gish,40,1972
W. S. Van Dyke,40,1972
Clifton Webb,40,1972
Barbara O'Neil,40,1972
Cara Williams,40,1972
Dorothy Malone,40,1972
Margaret Leighton,40,1972
Dennis Hopper,40,1972
Peter Falk,40,1972
Billy Wilder,39,1972
Lauren Bacall,39,1972
Geraldine Page,39,1972
Frank Finlay,39,1972
Robert Duvall,39,1972
Dame May Whitty,38,1972
Janet Gaynor,38,1972
Carol Reed,38,1972
Nancy Olson,38,1972
Anne Bancroft,38,1972
Shirley Jones,38,1972
Alexander Hall,37,1972
Mildred Natwick,37,1972
Richard Harris,37,1972
Margaret Wycherly,36,1972
Sean Connery,36,1972
Bruce Dern,36,1972
Hermione Baddeley,35,1972
Sydney Greenstreet,35,1972
Erich von Stroheim,34,1972
Robert Vaughn,34,1972
Celeste Holm,34,1972
Denholm Elliott,34,1972
Lee Grant,34,1972
John Cassavetes,34,1972
Anthony Franciosa,34,1972
Wesley Ruggles,33,1972
Betty Compson,33,1972
Gregory La Cava,33,1972
Jessica Tandy,33,1972
Maria Ouspenskaya,33,1972
Simone Signoret,33,1972
Mercedes McCambridge,33,1972
Clint Eastwood,33,1972
Maggie Smith,33,1972
Jane Fonda,33,1972
Gene Hackman,33,1972
Robert Donat,32,1972
J. Lee Thompson,32,1972
Ian Bannen,32,1972
Steve McQueen,32,1972
Cliff Robertson,32,1972
Stanley Kramer,32,1972
Christopher Plummer,32,1972
Vanessa Redgrave,32,1972
Bobby Darin,32,1972
Leo McCarey,31,1972
Dorothy Dandridge,31,1972
Wendy Hiller,31,1972
James Stephenson,31,1972
Jules Dassin,31,1972
Valentina Cortese,30,1972
Jackie Gleason,30,1972
Leslie Caron,30,1972
Martin Landau,30,1972
Shirley Knight,30,1972
Ann-Margret,30,1972
Faye Dunaway,30,1972
Arthur Kennedy,29,1972
David Lean,29,1972
Barbara Bel Geddes,29,1972
Hope Emerson,29,1972
Anouk Aimée,29,1972
Richard Dix,28,1972
Louise Dresser,28,1972
Joshua Logan,28,1972
John Marley,28,1972
Kay Medford,28,1972
Jack Gilford,28,1972
Jack Nicholson,28,1972
Gloria Swanson,27,1972
Victor Schertzinger,27,1972
Ruth Chatterton,27,1972
Margaret Rutherford,27,1972
Ruth Gordon,27,1972
Cloris Leachman,27,1972
Max von Sydow,27,1972
Marisa Pavan,27,1972
Maximilian Schell,27,1972
Robert Mulligan,27,1972
Alan Arkin,27,1972
Katharine Ross,27,1972
Harry Beaumont,26,1972
Grace Kelly,26,1972
Jo Van Fleet,26,1972
Eileen Heckart,26,1972
Alan Bates,26,1972
Michael J. Pollard,26,1972
Katy Jurado,25,1972
Jean Hagen,25,1972
George Chakiris,25,1972
Arthur Hiller,25,1972
Tom Courtenay,25,1972
Patricia Collinge,24,1972
Diane Cilento,24,1972
James Dean,24,1972
Vincent Gardenia,24,1972
Warren Beatty,24,1972
Julie Christie,24,1972
Candice Bergen,24,1972
Oscar Homolka,23,1972
Marcello Mastroianni,23,1972
Julie Andrews,23,1972
Beah Richards,23,1972
Sessue Hayakawa,22,1972
Peggy Wood,22,1972
Nancy Kelly,22,1972
Nancy Carroll,22,1972
Lee Tracy,22,1972
Betsy Blair,22,1972
Elliott Gould,22,1972
Ian Holm,22,1972
William Wellman,21,1972
Diana Wynyard,21,1972
Lila Kedrova,21,1972
Robert Rossen,21,1972
Tony Richardson,21,1972
Tuesday Weld,21,1972
Maureen Stapleton,21,1972
James Caan,21,1972
Piper Laurie,20,1972
George Roy Hill,20,1972
Robert Redford,20,1972
Jon Voight,20,1972
Alfred Lunt,19,1972
Anna Magnani,19,1972
Peggy Ashcroft,19,1972
Peter Glenville,19,1972
John Dall,19,1972
Frank Perry,19,1972
Melina Mercouri,19,1972
Sandy Dennis,19,1972
Victor Buono,19,1972
Terence Stamp,19,1972
Samantha Eggar,19,1972
Karen Black,19,1972
Mike Nichols,19,1972
Herbert Brenon,18,1972
Oskar Werner,18,1972
Katina Paxinou,18,1972
Ruby Dee,18,1972
Diahann Carroll,18,1972
Lynn Redgrave,18,1972
Estelle Parsons,18,1972
Buck Henry,18,1972
Lynn Fontanne,17,1972
Leslie Howard,17,1972
Larry Parks,17,1972
Susan Peters,17,1972
John Schlesinger,17,1972
Diane Varsi,17,1972
Ron Moody,17,1972
Rip Torn,17,1972
Jack Cardiff,16,1972
Jean Renoir,16,1972
George Burns,16,1972
Joan Lorring,16,1972
Charles Crichton,16,1972
Stanley Kubrick,16,1972
Dyan Cannon,16,1972
Albert Finney,16,1972
Sarah Miles,16,1972
Norman Jewison,16,1972
James Coco,16,1972
Peter Fonda,16,1972
Sydney Pollack,16,1972
Dustin Hoffman,16,1972
Andrea Leeds,15,1972
Federico Fellini,15,1972
Jeff Chandler,15,1972
Beatrice Straight,15,1972
Joe Mantell,15,1972
Elizabeth Hartman,15,1972
Hal Holbrook,15,1972
Luise Rainer,14,1972
Maggie McNamara,14,1972
Susan Kohner,14,1972
Francis Ford Coppola,14,1972
Arthur Penn,14,1972
John Hurt,14,1972
Franklin J. Schaffner,14,1972
Peter Bogdanovich,14,1972
Roman Polanski,13,1972
Michael Cacoyannis,13,1972
Patty Duke,13,1972
Gena Rowlands,13,1972
Sylvia Miles,13,1972
Burt Reynolds,13,1972
Teri Garr,13,1972
Diane Ladd,13,1972
Gene Wilder,13,1972
Barbara Hershey,13,1972
Diane Keaton,13,1972
Corinne Griffith,12,1972
Celia Johnson,12,1972
Joyce Redman,12,1972
Anthony Harvey,12,1972
Liza Minnelli,12,1972
Jeff Bridges,12,1972
Robert Loggia,12,1972
James Earl Jones,12,1972
Ellen Burstyn,12,1972
Al Pacino,12,1972
Emil Jannings,11,1972
George Arliss,11,1972
Judy Holliday,11,1972
Lilia Skala,11,1972
Seymour Cassel,11,1972
Martin Scorsese,11,1972
Woody Allen,11,1972
Robert De Niro,11,1972
Michael Douglas,11,1972
Robert Forster,11,1972
Glenda Jackson,11,1972
Lynn Carlin,11,1972
Talia Shire,11,1972
Leonard Frey,11,1972
Michael Chekhov,10,1972
Josephine Hull,10,1972
Art Carney,10,1972
Mark Rydell,10,1972
Kim Stanley,10,1972
Cicely Tyson,10,1972
Sally Kellerman,10,1972
Liv Ullmann,10,1972
Charlotte Rampling,10,1972
Giancarlo Giannini,10,1972
Vivien Merchant,10,1972
Joan Hackett,10,1972
Barbra Streisand,10,1972
Bruce Davison,10,1972
Catherine Burns,10,1972
Sylvester Stallone,10,1972
Jane Alexander,10,1972
Susan Tyrrell,10,1972
George Bancroft,9,1972
