source,target,year
William Dieterle,William Dieterle,1929
James Gleason,Walter Brennan,1929
Corinne Griffith,Gregory La Cava,1929
Warner Baxter,Sylvia Sidney,1929
Warner Baxter,Stuart Erwin,1929
Sylvia Sidney,Stuart Erwin,1929
Loretta Young,Chester Morris,1929
Chester Morris,Wallace Beery,1930
Chester Morris,Lewis Stone,1930
Wallace Beery,Lewis Stone,1930
Norma Shearer,Chester Morris,1930
Norma Shearer,Robert Z. Leonard,1930
Chester Morris,Robert Z. Leonard,1930
Gary Cooper,Marlene Dietrich,1930
Gary Cooper,Adolphe Menjou,1930
Marlene Dietrich,Adolphe Menjou,1930
Maurice Chevalier,Claudette Colbert,1930
Fredric March,Lucile Watson,1930
Fredric March,George Cukor,1930
Lucile Watson,George Cukor,1930
Nancy Carroll,Paul Lukas,1930
Ruth Chatterton,Fredric March,1930
Greta Garbo,Lewis Stone,1930
Greta Garbo,Clarence Brown,1930
Lewis Stone,Clarence Brown,1930
Marie Dressler,Wallace Beery,1930
Marie Dressler,Marjorie Rambeau,1930
Wallace Beery,Marjorie Rambeau,1930
Ann Harding,Mary Astor,1930
Walter Huston,Una Merkel,1930
Richard Barthelmess,Howard Hawks,1930
Emil Jannings,Marlene Dietrich,1930
Alfred Hitchcock,Alfred Hitchcock,1930
Chester Morris,Mervyn LeRoy,1930
Frank Morgan,Ginger Rogers,1930
Lew Ayres,Lewis Milestone,1930
Lillian Gish,Marie Dressler,1930
Wallace Beery,King Vidor,1930
Lew Ayres,Victor Fleming,1930
Warner Baxter,Victor Fleming,1930
Gary Cooper,Betty Compson,1930
Mary Astor,Donald Crisp,1930
Greta Garbo,Charles Bickford,1930
Greta Garbo,Marie Dressler,1930
Greta Garbo,Clarence Brown,1930
Charles Bickford,Marie Dressler,1930
Charles Bickford,Clarence Brown,1930
Marie Dressler,Clarence Brown,1930
Stuart Erwin,John Wayne,1930
Stuart Erwin,John Ford,1930
John Wayne,John Ford,1930
Lee Tracy,John Wayne,1930
Lee Tracy,John Ford,1930
John Wayne,John Ford,1930
Grace Moore,Wallace Beery,1930
Wallace Beery,Sam Wood,1930
Spencer Tracy,Humphrey Bogart,1930
Spencer Tracy,John Ford,1930
Humphrey Bogart,John Ford,1930
Walter Pidgeon,Loretta Young,1930
Walter Pidgeon,Mervyn LeRoy,1930
Loretta Young,Mervyn LeRoy,1930
Lewis Stone,Joan Blondell,1930
James Gleason,Michael Curtiz,1930
Claudette Colbert,Fredric March,1930
Claudette Colbert,Ginger Rogers,1930
Adolphe Menjou,Claudette Colbert,1930
Roland Young,Cecil B. DeMille,1930
Nancy Carroll,Fredric March,1930
Joan Crawford,Harry Beaumont,1930
Joan Crawford,Sam Wood,1930
William Powell,Jean Arthur,1930
Bessie Love,Marie Dressler,1930
Charles Bickford,Lionel Barrymore,1930
Charles Bickford,Wesley Ruggles,1930
Lionel Barrymore,Wesley Ruggles,1930
Chester Morris,Una Merkel,1930
Miriam Hopkins,Carole Lombard,1930
Miriam Hopkins,Frank Morgan,1930
Carole Lombard,Frank Morgan,1930
H. B. Warner,Lee Tracy,1930
H. B. Warner,Frank Borzage,1930
Lee Tracy,Frank Borzage,1930
Basil Rathbone,Louise Dresser,1930
Ruth Chatterton,Basil Rathbone,1930
Mary Astor,Fredric March,1930
Jean Arthur,Nancy Carroll,1930
Jean Arthur,Maurice Chevalier,1930
Jean Arthur,Gary Cooper,1930
Jean Arthur,Fredric March,1930
Jean Arthur,Jack Oakie,1930
Jean Arthur,William Powell,1930
Nancy Carroll,Maurice Chevalier,1930
Nancy Carroll,Gary Cooper,1930
Nancy Carroll,Fredric March,1930
Nancy Carroll,Jack Oakie,1930
Nancy Carroll,William Powell,1930
Maurice Chevalier,Gary Cooper,1930
Maurice Chevalier,Fredric March,1930
Maurice Chevalier,Jack Oakie,1930
Maurice Chevalier,William Powell,1930
Gary Cooper,Fredric March,1930
Gary Cooper,Jack Oakie,1930
Gary Cooper,William Powell,1930
Fredric March,Jack Oakie,1930
Fredric March,William Powell,1930
Jack Oakie,William Powell,1930
Paul Lukas,George Cukor,1930
Walter Huston,George Cukor,1930
Charles Bickford,William Wyler,1930
Charles Bickford,Michael Curtiz,1930
Bessie Love,Sam Wood,1930
Jack Oakie,Leo McCarey,1930
Barbara Stanwyck,Frank Capra,1930
Marie Dressler,Sam Wood,1930
William Powell,Paul Lukas,1930
Stuart Erwin,Frank Morgan,1930
James Cagney,Joan Blondell,1930
Lew Ayres,James Cagney,1930
Loretta Young,Ted Wilde,1930
Chester Morris,Betty Compson,1930
Chester Morris,Herbert Brenon,1930
Betty Compson,Herbert Brenon,1930
Norma Shearer,Marie Dressler,1930
Norma Shearer,Robert Z. Leonard,1930
Marie Dressler,Robert Z. Leonard,1930
Victor McLaglen,Humphrey Bogart,1930
Victor McLaglen,Irving Cummings,1930
Humphrey Bogart,Irving Cummings,1930
Betty Compson,Mischa Auer,1930
Bessie Love,Walter Brennan,1930
Richard Barthelmess,Mary Astor,1930
Richard Barthelmess,Frank Lloyd,1930
Mary Astor,Frank Lloyd,1930
William Dieterle,William Dieterle,1930
Betty Compson,Lee Tracy,1930
Loretta Young,H. B. Warner,1930
Nancy Carroll,William A. Wellman,1930
Maurice Chevalier,Stuart Erwin,1930
Jean Arthur,Paul Lukas,1930
Jean Arthur,Stuart Erwin,1930
Jean Arthur,William A. Wellman,1930
Paul Lukas,Stuart Erwin,1930
Paul Lukas,William A. Wellman,1930
Stuart Erwin,William A. Wellman,1930
Charles Bickford,Lewis Stone,1930
Charles Bickford,Ray Milland,1930
Lewis Stone,Ray Milland,1930
Lionel Barrymore,Cecil B. DeMille,1930
Warner Baxter,Carole Lombard,1930
Carole Lombard,Victor Schertzinger,1930
Ruth Chatterton,Paul Lukas,1930
Marjorie Rambeau,James Gleason,1930
Ed Wynn,Ginger Rogers,1930
Ed Wynn,William Gargan,1930
Ed Wynn,Norman Taurog,1930
Ginger Rogers,William Gargan,1930
Ginger Rogers,Norman Taurog,1930
William Gargan,Norman Taurog,1930
Lionel Barrymore,Cecil B. DeMille,1930
Joseph Schildkraut,Walter Lang,1930
Nancy Carroll,Wesley Ruggles,1930
William Powell,Paul Lukas,1930
William Powell,Mischa Auer,1930
Paul Lukas,Mischa Auer,1930
Jack Oakie,Ginger Rogers,1930
Ruth Chatterton,Paul Lukas,1930
H. B. Warner,Leo McCarey,1930
Donald Crisp,J. Carrol Naish,1930
William Dieterle,William Dieterle,1930
Victor McLaglen,Irving Cummings,1930
Jackie Cooper,Norman Taurog,1931
Wallace Beery,Jackie Cooper,1931
Wallace Beery,King Vidor,1931
Jackie Cooper,King Vidor,1931
Aline MacMahon,Mervyn LeRoy,1931
Maurice Chevalier,Claudette Colbert,1931
Maurice Chevalier,Miriam Hopkins,1931
Maurice Chevalier,Ernst Lubitsch,1931
Claudette Colbert,Miriam Hopkins,1931
Claudette Colbert,Ernst Lubitsch,1931
Miriam Hopkins,Ernst Lubitsch,1931
James Cagney,Joan Blondell,1931
James Cagney,William A. Wellman,1931
Joan Blondell,William A. Wellman,1931
Norma Shearer,Lionel Barrymore,1931
Norma Shearer,Clark Gable,1931
Norma Shearer,James Gleason,1931
Norma Shearer,Clarence Brown,1931
Lionel Barrymore,Clark Gable,1931
Lionel Barrymore,James Gleason,1931
Lionel Barrymore,Clarence Brown,1931
Clark Gable,James Gleason,1931
Clark Gable,Clarence Brown,1931
James Gleason,Clarence Brown,1931
Fredric March,Miriam Hopkins,1931
Alfred Lunt,Lynn Fontanne,1931
Alfred Lunt,Roland Young,1931
Lynn Fontanne,Roland Young,1931
Helen Hayes,Lewis Stone,1931
Edmund Gwenn,Herbert Ross,1931
Edmund Gwenn,George Bancroft,1931
Edmund Gwenn,Alfred Hitchcock,1931
Herbert Ross,George Bancroft,1931
Herbert Ross,Alfred Hitchcock,1931
George Bancroft,Alfred Hitchcock,1931
Ronald Colman,Helen Hayes,1931
Ronald Colman,John Ford,1931
Helen Hayes,John Ford,1931
Wallace Beery,Clark Gable,1931
Wallace Beery,Marjorie Rambeau,1931
Clark Gable,Marjorie Rambeau,1931
Richard Dix,Irene Dunne,1931
Richard Dix,Edna May Oliver,1931
Richard Dix,Wesley Ruggles,1931
Irene Dunne,Edna May Oliver,1931
Irene Dunne,Wesley Ruggles,1931
Edna May Oliver,Wesley Ruggles,1931
Stuart Erwin,Mischa Auer,1931
Wallace Beery,Lewis Stone,1931
Wallace Beery,Clark Gable,1931
Wallace Beery,Ralph Bellamy,1931
Wallace Beery,Marjorie Rambeau,1931
Lewis Stone,Clark Gable,1931
Lewis Stone,Ralph Bellamy,1931
Lewis Stone,Marjorie Rambeau,1931
Clark Gable,Ralph Bellamy,1931
Clark Gable,Marjorie Rambeau,1931
Ralph Bellamy,Marjorie Rambeau,1931
Greta Garbo,Lewis Stone,1931
Greta Garbo,Lionel Barrymore,1931
Lewis Stone,Lionel Barrymore,1931
Adolphe Menjou,Lewis Milestone,1931
James Cagney,Joan Blondell,1931
James Cagney,Louis Calhern,1931
James Cagney,Ray Milland,1931
Joan Blondell,Louis Calhern,1931
Joan Blondell,Ray Milland,1931
Louis Calhern,Ray Milland,1931
Richard Barthelmess,William Dieterle,1931
Marlene Dietrich,Victor McLaglen,1931
Sylvia Sidney,Beulah Bondi,1931
Sylvia Sidney,King Vidor,1931
Beulah Bondi,King Vidor,1931
Greta Garbo,Clark Gable,1931
Greta Garbo,Robert Z. Leonard,1931
Clark Gable,Robert Z. Leonard,1931
Joan Crawford,Gary Cooper,1931
Joan Crawford,Wallace Beery,1931
Joan Crawford,Norma Shearer,1931
Joan Crawford,Victor McLaglen,1931
Joan Crawford,Warner Baxter,1931
Joan Crawford,Irene Dunne,1931
Joan Crawford,Stuart Erwin,1931
Joan Crawford,Maurice Chevalier,1931
Joan Crawford,Loretta Young,1931
Joan Crawford,Richard Barthelmess,1931
Joan Crawford,Barbara Stanwyck,1931
Joan Crawford,Jack Oakie,1931
Gary Cooper,Wallace Beery,1931
Gary Cooper,Norma Shearer,1931
Gary Cooper,Victor McLaglen,1931
Gary Cooper,Warner Baxter,1931
Gary Cooper,Irene Dunne,1931
Gary Cooper,Stuart Erwin,1931
Gary Cooper,Maurice Chevalier,1931
Gary Cooper,Loretta Young,1931
Gary Cooper,Richard Barthelmess,1931
Gary Cooper,Barbara Stanwyck,1931
Gary Cooper,Jack Oakie,1931
Wallace Beery,Norma Shearer,1931
Wallace Beery,Victor McLaglen,1931
Wallace Beery,Warner Baxter,1931
Wallace Beery,Irene Dunne,1931
Wallace Beery,Stuart Erwin,1931
Wallace Beery,Maurice Chevalier,1931
Wallace Beery,Loretta Young,1931
Wallace Beery,Richard Barthelmess,1931
Wallace Beery,Barbara Stanwyck,1931
Wallace Beery,Jack Oakie,1931
Norma Shearer,Victor McLaglen,1931
Norma Shearer,Warner Baxter,1931
Norma Shearer,Irene Dunne,1931
Norma Shearer,Stuart Erwin,1931
Norma Shearer,Maurice Chevalier,1931
Norma Shearer,Loretta Young,1931
Norma Shearer,Richard Barthelmess,1931
Norma Shearer,Barbara Stanwyck,1931
Norma Shearer,Jack Oakie,1931
Victor McLaglen,Warner Baxter,1931
Victor McLaglen,Irene Dunne,1931
Victor McLaglen,Stuart Erwin,1931
Victor McLaglen,Maurice Chevalier,1931
Victor McLaglen,Loretta Young,1931
Victor McLaglen,Richard Barthelmess,1931
Victor McLaglen,Barbara Stanwyck,1931
Victor McLaglen,Jack Oakie,1931
Warner Baxter,Irene Dunne,1931
Warner Baxter,Stuart Erwin,1931
Warner Baxter,Maurice Chevalier,1931
Warner Baxter,Loretta Young,1931
Warner Baxter,Richard Barthelmess,1931
Warner Baxter,Barbara Stanwyck,1931
Warner Baxter,Jack Oakie,1931
Irene Dunne,Stuart Erwin,1931
Irene Dunne,Maurice Chevalier,1931
Irene Dunne,Loretta Young,1931
Irene Dunne,Richard Barthelmess,1931
Irene Dunne,Barbara Stanwyck,1931
Irene Dunne,Jack Oakie,1931
Stuart Erwin,Maurice Chevalier,1931
Stuart Erwin,Loretta Young,1931
Stuart Erwin,Richard Barthelmess,1931
Stuart Erwin,Barbara Stanwyck,1931
Stuart Erwin,Jack Oakie,1931
Maurice Chevalier,Loretta Young,1931
Maurice Chevalier,Richard Barthelmess,1931
Maurice Chevalier,Barbara Stanwyck,1931
Maurice Chevalier,Jack Oakie,1931
Loretta Young,Richard Barthelmess,1931
Loretta Young,Barbara Stanwyck,1931
Loretta Young,Jack Oakie,1931
Richard Barthelmess,Barbara Stanwyck,1931
Richard Barthelmess,Jack Oakie,1931
Barbara Stanwyck,Jack Oakie,1931
Janet Gaynor,Mischa Auer,1931
Barbara Stanwyck,Frank Capra,1931
Joan Crawford,Clark Gable,1931
Joan Crawford,Clarence Brown,1931
Joan Crawford,Clarence Brown,1931
Clark Gable,Clarence Brown,1931
Clark Gable,Clarence Brown,1931
Clarence Brown,Clarence Brown,1931
Loretta Young,John Wayne,1931
Barbara Stanwyck,Joan Blondell,1931
Barbara Stanwyck,Clark Gable,1931
Barbara Stanwyck,William A. Wellman,1931
Joan Blondell,Clark Gable,1931
Joan Blondell,William A. Wellman,1931
Clark Gable,William A. Wellman,1931
Bette Davis,Humphrey Bogart,1931
Joan Blondell,Michael Curtiz,1931
Claudette Colbert,Fredric March,1931
Claudette Colbert,Ginger Rogers,1931
Fredric March,Ginger Rogers,1931
Gary Cooper,Claudette Colbert,1931
Gary Cooper,Sylvia Sidney,1931
Gary Cooper,Paul Lukas,1931
Sylvia Sidney,Paul Lukas,1931
Joan Crawford,Clark Gable,1931
Joan Crawford,Harry Beaumont,1931
Clark Gable,Harry Beaumont,1931
Joan Crawford,Clark Gable,1931
Joan Crawford,Marjorie Rambeau,1931
Joan Crawford,Harry Beaumont,1931
Clark Gable,Marjorie Rambeau,1931
Clark Gable,Harry Beaumont,1931
Marjorie Rambeau,Harry Beaumont,1931
Adolphe Menjou,Marjorie Rambeau,1931
Adolphe Menjou,Clark Gable,1931
Marjorie Rambeau,Clark Gable,1931
Carole Lombard,Stuart Erwin,1931
Warner Baxter,Ralph Bellamy,1931
Warner Baxter,J. Carrol Naish,1931
Ralph Bellamy,J. Carrol Naish,1931
Ray Milland,Robert Z. Leonard,1931
Warner Baxter,Charles Bickford,1931
Warner Baxter,Roland Young,1931
Warner Baxter,Cecil B. DeMille,1931
Charles Bickford,Roland Young,1931
Charles Bickford,Cecil B. DeMille,1931
Roland Young,Cecil B. DeMille,1931
Gloria Swanson,Leo McCarey,1931
Walter Huston,Howard Hawks,1931
Gary Cooper,Carole Lombard,1931
George Arliss,James Cagney,1931
Lionel Barrymore,Laurence Olivier,1931
Lionel Barrymore,Mischa Auer,1931
Laurence Olivier,Mischa Auer,1931
Gloria Swanson,Melvyn Douglas,1931
Gloria Swanson,Mervyn LeRoy,1931
Melvyn Douglas,Mervyn LeRoy,1931
Paul Lukas,Lewis Stone,1931
Warner Baxter,Frank Borzage,1931
Norma Shearer,Una Merkel,1931
William Powell,Louis Calhern,1931
Janet Gaynor,Warner Baxter,1931
Janet Gaynor,Una Merkel,1931
Warner Baxter,Una Merkel,1931
Greta Garbo,Lewis Stone,1931
Greta Garbo,Marjorie Rambeau,1931
Greta Garbo,Clarence Brown,1931
Lewis Stone,Marjorie Rambeau,1931
Lewis Stone,Clarence Brown,1931
Marjorie Rambeau,Clarence Brown,1931
William Powell,Carole Lombard,1931
Adolphe Menjou,Laurence Olivier,1931
Adolphe Menjou,Victor Schertzinger,1931
Laurence Olivier,Victor Schertzinger,1931
William Dieterle,Michael Curtiz,1931
William Dieterle,William Dieterle,1931
Michael Curtiz,William Dieterle,1931
Victor McLaglen,Una Merkel,1931
Mary Astor,James Cagney,1931
Mary Astor,Joan Blondell,1931
Mary Astor,William A. Wellman,1931
James Cagney,Joan Blondell,1931
James Cagney,William A. Wellman,1931
Joan Blondell,William A. Wellman,1931
Ronald Colman,Mischa Auer,1931
Barbara Stanwyck,Lionel Barrymore,1931
Lawrence Tibbett,Roland Young,1931
Ann Harding,Frank Lloyd,1931
William Powell,Carole Lombard,1931
Jane Darwell,Norman Taurog,1931
Nancy Carroll,Louis Calhern,1931
Walter Huston,William A. Wellman,1931
Laurence Olivier,Elsa Lanchester,1931
Donald Crisp,J. Carrol Naish,1931
Loretta Young,Herbert Brenon,1931
Adolphe Menjou,Irene Dunne,1931
Adolphe Menjou,Harry Beaumont,1931
Irene Dunne,Harry Beaumont,1931
Charles Bickford,Roland Young,1931
Humphrey Bogart,Irving Cummings,1931
Lionel Barrymore,W. S. Van Dyke,1931
Marjorie Rambeau,Sam Wood,1931
Mary Astor,Gregory La Cava,1931
Spencer Tracy,Una Merkel,1931
Walter Huston,William Wyler,1931
H. B. Warner,Joan Blondell,1931
Norma Shearer,Marjorie Rambeau,1931
Norma Shearer,Ray Milland,1931
Marjorie Rambeau,Ray Milland,1931
Lewis Stone,Una Merkel,1931
Barbara Stanwyck,Joan Blondell,1931
Victor McLaglen,Roland Young,1931
Edna May Oliver,Norman Taurog,1931
Jackie Cooper,Norman Taurog,1931
Edna May Oliver,Gregory La Cava,1931
James Gleason,Ginger Rogers,1931
Lewis Stone,Joan Blondell,1931
James Gleason,Robert Z. Leonard,1931
Ralph Bellamy,Harry Beaumont,1931
Lawrence Tibbett,W. S. Van Dyke,1931
Loretta Young,Mervyn LeRoy,1931
Loretta Young,Joan Blondell,1931
Jack Oakie,Jean Arthur,1931
Ruth Chatterton,Paul Lukas,1931
Jack Oakie,Stuart Erwin,1931
Paul Lukas,Mischa Auer,1931
Nancy Carroll,Fredric March,1931
Ruth Chatterton,Ralph Bellamy,1931
Ruth Chatterton,Stuart Erwin,1931
Ruth Chatterton,Charles Boyer,1931
Ralph Bellamy,Stuart Erwin,1931
Ralph Bellamy,Charles Boyer,1931
Stuart Erwin,Charles Boyer,1931
Paul Lukas,Stuart Erwin,1931
Sylvia Sidney,Jane Darwell,1931
Walter Huston,Loretta Young,1931
Richard Barthelmess,Clark Gable,1931
Richard Barthelmess,J. Carrol Naish,1931
Clark Gable,J. Carrol Naish,1931
Warner Baxter,Irving Cummings,1931
Betty Compson,Jean Arthur,1931
William Dieterle,William Dieterle,1931
Roland Young,Una Merkel,1931
Lewis Stone,Mischa Auer,1931
Greta Garbo,Joan Crawford,1932
Greta Garbo,Wallace Beery,1932
Greta Garbo,Lionel Barrymore,1932
Greta Garbo,Lewis Stone,1932
Joan Crawford,Wallace Beery,1932
Joan Crawford,Lionel Barrymore,1932
Joan Crawford,Lewis Stone,1932
Wallace Beery,Lionel Barrymore,1932
Wallace Beery,Lewis Stone,1932
Lionel Barrymore,Lewis Stone,1932
Maurice Chevalier,Roland Young,1932
Maurice Chevalier,George Cukor,1932
Maurice Chevalier,Ernst Lubitsch,1932
Roland Young,George Cukor,1932
Roland Young,Ernst Lubitsch,1932
George Cukor,Ernst Lubitsch,1932
Paul Muni,Mervyn LeRoy,1932
Paul Muni,Howard Hawks,1932
Paul Muni,Howard Hawks,1932
Howard Hawks,Howard Hawks,1932
Miriam Hopkins,Ernst Lubitsch,1932
Chester Morris,Lewis Stone,1932
Chester Morris,Charles Boyer,1932
Chester Morris,Una Merkel,1932
Chester Morris,May Robson,1932
Lewis Stone,Charles Boyer,1932
Lewis Stone,Una Merkel,1932
Lewis Stone,May Robson,1932
Charles Boyer,Una Merkel,1932
Charles Boyer,May Robson,1932
Una Merkel,May Robson,1932
Marie Dressler,Clarence Brown,1932
Billie Burke,Katharine Hepburn,1932
Billie Burke,George Cukor,1932
Katharine Hepburn,George Cukor,1932
Loretta Young,J. Carrol Naish,1932
Loretta Young,William A. Wellman,1932
J. Carrol Naish,William A. Wellman,1932
Roland Young,Cary Grant,1932
Joan Crawford,William Gargan,1932
Joan Crawford,Beulah Bondi,1932
Joan Crawford,Walter Huston,1932
William Gargan,Beulah Bondi,1932
William Gargan,Walter Huston,1932
Beulah Bondi,Walter Huston,1932
Clark Gable,Mary Astor,1932
Clark Gable,Donald Crisp,1932
Clark Gable,Victor Fleming,1932
Mary Astor,Donald Crisp,1932
Mary Astor,Victor Fleming,1932
Donald Crisp,Victor Fleming,1932
Melvyn Douglas,Charles Laughton,1932
Melvyn Douglas,Gloria Stuart,1932
Melvyn Douglas,Raymond Massey,1932
Charles Laughton,Gloria Stuart,1932
Charles Laughton,Raymond Massey,1932
Gloria Stuart,Raymond Massey,1932
Joan Blondell,Bette Davis,1932
Joan Blondell,Humphrey Bogart,1932
Joan Blondell,Mervyn LeRoy,1932
Bette Davis,Humphrey Bogart,1932
Bette Davis,Mervyn LeRoy,1932
Humphrey Bogart,Mervyn LeRoy,1932
Gary Cooper,Charles Laughton,1932
Gary Cooper,Jack Oakie,1932
Gary Cooper,May Robson,1932
Gary Cooper,Ernst Lubitsch,1932
Gary Cooper,Norman Taurog,1932
Charles Laughton,Jack Oakie,1932
Charles Laughton,May Robson,1932
Charles Laughton,Ernst Lubitsch,1932
Charles Laughton,Norman Taurog,1932
Jack Oakie,May Robson,1932
Jack Oakie,Ernst Lubitsch,1932
Jack Oakie,Norman Taurog,1932
May Robson,Ernst Lubitsch,1932
May Robson,Norman Taurog,1932
Ernst Lubitsch,Norman Taurog,1932
Lee Tracy,Frank Morgan,1932
Lee Tracy,Gregory La Cava,1932
Frank Morgan,Gregory La Cava,1932
Bing Crosby,Stuart Erwin,1932
Bing Crosby,George Burns,1932
Stuart Erwin,George Burns,1932
Walter Huston,Lewis Stone,1932
Walter Huston,Victor Fleming,1932
Lewis Stone,Victor Fleming,1932
Lee Tracy,Michael Curtiz,1932
Bette Davis,George Arliss,1932
Fredric March,Claudette Colbert,1932
Fredric March,Charles Laughton,1932
Fredric March,Mischa Auer,1932
Fredric March,Cecil B. DeMille,1932
Claudette Colbert,Charles Laughton,1932
Claudette Colbert,Mischa Auer,1932
Claudette Colbert,Cecil B. DeMille,1932
Charles Laughton,Mischa Auer,1932
Charles Laughton,Cecil B. DeMille,1932
Mischa Auer,Cecil B. DeMille,1932
Marlene Dietrich,Cary Grant,1932
Marlene Dietrich,Hattie McDaniel,1932
Cary Grant,Hattie McDaniel,1932
Greta Garbo,Melvyn Douglas,1932
Greta Garbo,Erich von Stroheim,1932
Melvyn Douglas,Erich von Stroheim,1932
Walter Huston,Walter Brennan,1932
Walter Huston,J. Carrol Naish,1932
Walter Huston,Mickey Rooney,1932
J. Carrol Naish,Mickey Rooney,1932
Nancy Carroll,Cary Grant,1932
Nancy Carroll,Jane Darwell,1932
Cary Grant,Jane Darwell,1932
Miriam Hopkins,Jack Oakie,1932
Lee Tracy,William A. Wellman,1932
James Cagney,Loretta Young,1932
Clark Gable,Carole Lombard,1932
Clark Gable,Wesley Ruggles,1932
Carole Lombard,Wesley Ruggles,1932
Walter Huston,Frank Capra,1932
Wallace Beery,John Ford,1932
John Wayne,Walter Brennan,1932
Aline MacMahon,J. Carrol Naish,1932
Claudette Colbert,Melvyn Douglas,1932
Claudette Colbert,Franchot Tone,1932
Claudette Colbert,Fred Zinnemann,1932
Melvyn Douglas,Franchot Tone,1932
Melvyn Douglas,Fred Zinnemann,1932
Franchot Tone,Fred Zinnemann,1932
Claudette Colbert,Charles Boyer,1932
Claudette Colbert,Stuart Erwin,1932
Claudette Colbert,William Gargan,1932
Stuart Erwin,William Gargan,1932
Claudette Colbert,Norman Taurog,1932
Joan Crawford,Lewis Stone,1932
Joan Crawford,May Robson,1932
Joan Crawford,Clarence Brown,1932
Lewis Stone,May Robson,1932
Lewis Stone,Clarence Brown,1932
May Robson,Clarence Brown,1932
William Powell,Aline MacMahon,1932
Norma Shearer,Clark Gable,1932
Norma Shearer,May Robson,1932
Norma Shearer,Robert Z. Leonard,1932
Clark Gable,May Robson,1932
Clark Gable,Robert Z. Leonard,1932
May Robson,Robert Z. Leonard,1932
John Wayne,Walter Brennan,1932
Clark Gable,Ray Milland,1932
Ruth Chatterton,Bette Davis,1932
Irene Dunne,Jane Darwell,1932
James Gleason,John Wayne,1932
Spencer Tracy,Bette Davis,1932
Spencer Tracy,Louis Calhern,1932
Spencer Tracy,Michael Curtiz,1932
Bette Davis,Louis Calhern,1932
Bette Davis,Michael Curtiz,1932
Louis Calhern,Michael Curtiz,1932
J. Carrol Naish,Mervyn LeRoy,1932
George Arliss,Mary Astor,1932
Helen Hayes,Gary Cooper,1932
Helen Hayes,Adolphe Menjou,1932
Helen Hayes,Frank Borzage,1932
Gary Cooper,Adolphe Menjou,1932
Gary Cooper,Frank Borzage,1932
Adolphe Menjou,Frank Borzage,1932
Richard Barthelmess,Bette Davis,1932
Richard Barthelmess,Michael Curtiz,1932
Bette Davis,Michael Curtiz,1932
Barbara Stanwyck,William Wellman,1932
