name,year
Annette Bening,2003
Susannah York,2003
Charlton Heston,2003
Candice Bergen,2003
Allison Janney,2003
Nina Foch,2003
Sharon Stone,2003
Mike Figgis,2003
Diane Lane,2003
Ron Howard,2003
John Travolta,2003
Rachel Griffiths,2003
Brenda Fricker,2003
Tom Wilkinson,2003
Gérard Depardieu,2003
Harvey Keitel,2003
Don Cheadle,2003
Ryan Gosling,2003
Lena Olin,2003
Rip Torn,2003
Thomas Haden Church,2003
Terrence Howard,2003
James Woods,2003
Richard Harris,2003
Cuba Gooding Jr.,2003
Ed Harris,2003
Debra Winger,2003
Ryan O'Neal,2003
Matt Damon,2003
Greg Kinnear,2003
Seymour Cassel,2003
Cher,2003
Meryl Streep,2003
Denzel Washington,2003
James Cameron,2003
Tom Berenger,2003
Eric Roberts,2003
John Lithgow,2003
Anna Kendrick,2003
Jonathan Demme,2003
Miranda Richardson,2003
Harrison Ford,2003
Martin Landau,2003
Isabelle Huppert,2003
Michael Haneke,2003
Paul Giamatti,2003
Bong Joon-ho,2003
Barbara Hershey,2003
Randy Quaid,2003
Shirley MacLaine,2003
Mark Wahlberg,2003
Edward Norton,2003
Rita Moreno,2003
Joan Plowright,2003
Angela Bassett,2003
Susan Tyrrell,2003
Catherine Deneuve,2003
Brenda Blethyn,2003
Bob Hoskins,2003
Tom Hardy,2003
Spike Jonze,2003
Mary McDonnell,2003
Sean Connery,2003
Kathleen Quinlan,2003
James Garner,2003
Woody Harrelson,2003
Nicolas Cage,2003
Sam Rockwell,2003
Ridley Scott,2003
Lorraine Bracco,2003
James Cromwell,2003
Sigourney Weaver,2003
Jon Voight,2003
Patricia Arquette,2003
Michael Douglas,2003
Kirk Douglas,2003
Judy Davis,2003
Brenda Vaccaro,2003
Isabelle Adjani,2003
Geneviève Bujold,2003
Jean Dujardin,2003
Martin Scorsese,2003
Julie Andrews,2003
Sam Shepard,2003
Faye Dunaway,2003
Paul Newman,2003
Olympia Dukakis,2003
Roy Scheider,2003
Joan Allen,2003
J.K. Simmons,2003
Justin Henry,2003
Jake Gyllenhaal,2003
Jodie Foster,2003
Tim Roth,2003
Benedict Cumberbatch,2003
Peter Ustinov,2003
Michael Keaton,2003
Norma Aleandro,2003
Anthony Hopkins,2003
Gary Sinise,2003
Robert Benton,2003
Hal Holbrook,2003
Morten Tyldum,2003
Bérénice Bejo,2003
Gary Busey,2003
Ron Moody,2003
Jane Fonda,2003
Rosie Perez,2003
Carol Kane,2003
Robert Vaughn,2003
Burt Reynolds,2003
Melanie Griffith,2003
Marisa Tomei,2003
John C. Reilly,2003
Stephen Rea,2003
Giancarlo Giannini,2003
Whoopi Goldberg,2003
Pete Postlethwaite,2003
Christoph Waltz,2003
Virginia Madsen,2003
Ned Beatty,2003
Kenneth Branagh,2003
John G. Avildsen,2003
Warren Beatty,2003
Linda Blair,2003
Peter Bogdanovich,2003
Ellen Burstyn,2003
John Cassavetes,2003
Julie Christie,2003
Peter Fonda,2003
Francis Ford Coppola,2003
Milos Forman,2003
Dennis Hopper,2003
Sidney Lumet,2003
Sydney Pollack,2003
Sissy Spacek,2003
F. Murray Abraham,2003
Sacha Baron Cohen,2003
Mahershala Ali,2003
Shirley Knight,2003
Josh Brolin,2003
Louise Fletcher,2003
Mare Winningham,2003
Ernest Borgnine,2003
Mel Gibson,2004
Miranda Richardson,2004
Minnie Driver,2004
Brad Pitt,2004
Peter O'Toole,2004
Julie Christie,2004
Wolfgang Petersen,2004
Will Smith,2004
Robert De Niro,2004
Renée Zellweger,2004
Angelina Jolie,2004
Martin Scorsese,2004
Peter Falk,2004
Bill Murray,2004
Whoopi Goldberg,2004
Jake Gyllenhaal,2004
Ian Holm,2004
Queen Latifah,2004
Ann-Margret,2004
Patricia Clarkson,2004
Regina King,2004
Ben Kingsley,2004
Carol Kane,2004
Dan Aykroyd,2004
Judi Dench,2004
Jennifer Tilly,2004
Cuba Gooding Jr.,2004
Randy Quaid,2004
Johnny Depp,2004
Timothy Hutton,2004
Uma Thurman,2004
Samuel L. Jackson,2004
Quentin Tarantino,2004
Viggo Mortensen,2004
Omar Sharif,2004
J.K. Simmons,2004
Denzel Washington,2004
Christopher Walken,2004
Giancarlo Giannini,2004
Mickey Rourke,2004
Eddie Murphy,2004
Julie Andrews,2004
Antonio Banderas,2004
Chiwetel Ejiofor,2004
Chloë Sevigny,2004
Josh Brolin,2004
Steve Carell,2004
Woody Allen,2004
Kate Winslet,2004
Mark Ruffalo,2004
Tom Wilkinson,2004
Philip Seymour Hoffman,2004
Alec Baldwin,2004
Juliette Lewis,2004
Todd Phillips,2004
Hugh Jackman,2004
Natalie Portman,2004
James Cromwell,2004
Holly Hunter,2004
Matt Damon,2004
Gwyneth Paltrow,2004
Jude Law,2004
Laurence Olivier,2004
Brie Larson,2004
James Franco,2004
Rosemary Harris,2004
Octavia Spencer,2004
Gary Oldman,2004
Maggie Smith,2004
Emma Thompson,2004
Julie Walters,2004
Alfonso Cuarón,2004
Tom Hanks,2004
Catherine Zeta-Jones,2004
Stanley Tucci,2004
Steven Spielberg,2004
Mo'Nique,2004
Nicolas Cage,2004
Harvey Keitel,2004
Jon Voight,2004
Christopher Plummer,2004
Nicole Kidman,2004
Bette Midler,2004
Glenn Close,2004
Jim Broadbent,2004
Kathy Bates,2004
Rip Torn,2004
Adam McKay,2004
Tim Robbins,2004
Clive Owen,2004
Keira Knightley,2004
Anne Hathaway,2004
Abigail Breslin,2004
Joaquin Phoenix,2004
Adrien Brody,2004
William Hurt,2004
Sigourney Weaver,2004
Jesse Eisenberg,2004
M. Night Shyamalan,2004
Ethan Hawke,2004
Gena Rowlands,2004
Halle Berry,2004
Sharon Stone,2004
Brenda Fricker,2004
Richard Linklater,2004
Tom Cruise,2004
Jamie Foxx,2004
Javier Bardem,2004
Michael Mann,2004
Kevin Kline,2004
Jonathan Pryce,2004
Joan Allen,2004
Paul Greengrass,2004
Kate Hudson,2004
Joan Cusack,2004
Helen Mirren,2004
Felicity Huffman,2004
Julianne Moore,2004
Kevin Spacey,2004
Bob Hoskins,2004
Brenda Blethyn,2004
Meryl Streep,2004
Vera Farmiga,2004
Dean Stockwell,2004
Sidney Lumet,2004
Jonathan Demme,2004
Dustin Hoffman,2004
Barbra Streisand,2004
Scarlett Johansson,2004
David Strathairn,2004
Marlee Matlin,2004
Salma Hayek,2004
Woody Harrelson,2004
Don Cheadle,2004
Naomie Harris,2004
Taylor Hackford,2004
Angela Bassett,2004
Robin Williams,2004
Mira Sorvino,2004
John Travolta,2004
Greg Kinnear,2004
Burt Reynolds,2004
Pedro Almodóvar,2004
Kim Basinger,2004
William H. Macy,2004
Isabelle Huppert,2004
Lily Tomlin,2004
Mark Wahlberg,2004
Naomi Watts,2004
Jonah Hill,2004
Richard Jenkins,2004
Talia Shire,2004
David O. Russell,2004
Tom Hardy,2004
Sally Hawkins,2004
Gary Sinise,2004
Alfre Woodard,2004
Toni Collette,2004
Debbie Reynolds,2004
George Clooney,2004
Julia Roberts,2004
Casey Affleck,2004
Elliott Gould,2004
Albert Finney,2004
Steven Soderbergh,2004
Christian Bale,2004
Jennifer Jason Leigh,2004
Catalina Sandino Moreno,2004
Billy Bob Thornton,2004
Laura Linney,2004
Susan Sarandon,2004
Cate Blanchett,2004
Anjelica Huston,2004
Willem Dafoe,2004
Seymour Cassel,2004
Wes Anderson,2004
Marisa Tomei,2004
Sophie Okonedo,2004
Nick Nolte,2004
Samantha Morton,2004
Lauren Bacall,2004
Liam Neeson,2004
John Lithgow,2004
Lynn Redgrave,2004
Roberto Benigni,2004
Jeff Bridges,2004
Marsha Mason,2004
Anthony Hopkins,2004
Jared Leto,2004
Oliver Stone,2004
Robert Redford,2004
Diana Scarwid,2004
Leonardo DiCaprio,2004
John C. Reilly,2004
Alan Alda,2004
Paul Giamatti,2004
Thomas Haden Church,2004
Virginia Madsen,2004
Alexander Payne,2004
Colin Firth,2004
Mike Nichols,2004
Hilary Swank,2004
Cliff Robertson,2004
Barbara Hershey,2004
Peter Fonda,2004
Jeremy Renner,2004
Winona Ryder,2004
Chris Cooper,2004
Richard Dreyfuss,2004
Cloris Leachman,2004
James L. Brooks,2004
Clint Eastwood,2004
Morgan Freeman,2004
Danny Boyle,2004
Reese Witherspoon,2004
Imelda Staunton,2004
Lesley Manville,2004
Mike Leigh,2004
Charlize Theron,2004
Penélope Cruz,2004
Annette Bening,2004
Jeremy Irons,2004
Charlotte Rampling,2004
Debra Winger,2004
Piper Laurie,2004
Sean Penn,2004
David Paymer,2004
Michael Shannon,2004
Alan Arkin,2004
Chazz Palminteri,2004
Michael Clarke Duncan,2004
Rachel Weisz,2004
Barry Levinson,2004
Sandra Bullock,2004
Matt Dillon,2004
Terrence Howard,2004
Paul Haggis,2004
Frank Langella,2004
Gene Hackman,2004
Marcia Gay Harden,2004
June Squibb,2004
Helen Hunt,2004
Chris Sarandon,2004
Elisabeth Shue,2004
Pawel Pawlikowski,2004
Jane Darwell,2004
Henry Fonda,2004
Kristin Scott Thomas,2004
Robert Downey Jr.,2004
Michelangelo Antonioni,2004
Laura Dern,2004
Dennis Hopper,2004
Roy Scheider,2004
Tim Roth,2004
Mary J. Blige,2004
Al Pacino,2004
Michael Radford,2004
Spike Lee,2004
Juliette Binoche,2004
John Boorman,2004
Robert Zemeckis,2004
Maggie Gyllenhaal,2004
Lee Daniels,2004
Armin Mueller-Stahl,2004
Catherine Deneuve,2004
Gérard Depardieu,2004
Buck Henry,2004
Eric Roberts,2004
John Hurt,2004
Guillermo del Toro,2004
F. Murray Abraham,2004
Jim Sheridan,2004
Stephen Rea,2004
Gary Busey,2004
Bradley Cooper,2004
Djimon Hounsou,2004
Ernest Borgnine,2004
Joan Plowright,2004
Eileen Brennan,2004
Anouk Aimée,2004
Amy Ryan,2004
Fernanda Montenegro,2004
Shirley Jones,2004
Justin Henry,2004
Olivia Colman,2004
Tom Berenger,2004
Lenny Abrahamson,2004
Allison Janney,2004
Norma Aleandro,2004
Rinko Kikuchi,2004
Sally Kirkland,2004
Tom Hooper,2004
Rachel McAdams,2004
Amanda Seyfried,2004
Mary McDonnell,2004
Pete Postlethwaite,2004
Ned Beatty,2004
Taraji P. Henson,2004
Jodie Foster,2004
Anthony Minghella,2004
James Cameron,2004
George Lucas,2004
Paul Raci,2004
Rita Moreno,2004
Richard E. Grant,2004
Marion Cotillard,2004
Kirk Douglas,2004
Bryan Cranston,2004
Kenneth Branagh,2004
Ryan Gosling,2004
James Garner,2004
Sam Shepard,2004
Diane Ladd,2004
Vanessa Redgrave,2004
Stockard Channing,2004
Sissy Spacek,2004
Martin Landau,2004
Jean Dujardin,2004
Claude Lelouch,2004
Brad Dourif,2004
Burt Young,2004
Gloria Stuart,2004
Frank Finlay,2004
Sophia Loren,2004
Rosamund Pike,2004
Lina Wertmüller,2004
Katharine Ross,2004
Christoph Waltz,2004
Charles Durning,2004
Louise Fletcher,2004
Natalie Portman,2005
Samuel L. Jackson,2005
George Lucas,2005
Jeremy Irons,2005
Liam Neeson,2005
Edward Norton,2005
Ridley Scott,2005
Chiwetel Ejiofor,2005
Naomi Watts,2005
Adrien Brody,2005
Peter Jackson,2005
Billy Bob Thornton,2005
Greg Kinnear,2005
Marcia Gay Harden,2005
Richard Linklater,2005
Christian Bale,2005
Michael Caine,2005
Gary Oldman,2005
Tom Wilkinson,2005
Ken Watanabe,2005
Morgan Freeman,2005
Christopher Nolan,2005
Rosamund Pike,2005
Tom Cruise,2005
Tim Robbins,2005
Amy Ryan,2005
Steven Spielberg,2005
Ralph Fiennes,2005
Maggie Smith,2005
Burt Reynolds,2005
Halle Berry,2005
Robin Williams,2005
Dennis Hopper,2005
David Strathairn,2005
Willem Dafoe,2005
Lauren Bacall,2005
Chloë Sevigny,2005
John Hurt,2005
Sam Rockwell,2005
John Malkovich,2005
Helen Mirren,2005
Scarlett Johansson,2005
Djimon Hounsou,2005
Michael Clarke Duncan,2005
Ben Kingsley,2005
Terence Stamp,2005
Robert De Niro,2005
Elisabeth Shue,2005
Amy Irving,2005
Melissa Leo,2005
Joan Cusack,2005
Keira Knightley,2005
Mickey Rourke,2005
Christopher Walken,2005
Mo'Nique,2005
Rachel Weisz,2005
Tilda Swinton,2005
Jesse Eisenberg,2005
James Cameron,2005
Johnny Depp,2005
Helena Bonham Carter,2005
Christopher Plummer,2005
Jonathan Pryce,2005
Terrence Malick,2005
Michael Keaton,2005
Clive Owen,2005
Dustin Hoffman,2005
Whoopi Goldberg,2005
Octavia Spencer,2005
Seymour Cassel,2005
Rachel McAdams,2005
Bradley Cooper,2005
Matt Damon,2005
Heath Ledger,2005
Ethan Hawke,2005
Laurence Fishburne,2005
Bob Hoskins,2005
Russell Crowe,2005
Renée Zellweger,2005
Paul Giamatti,2005
Ron Howard,2005
Emily Watson,2005
Albert Finney,2005
Richard E. Grant,2005
Francis Ford Coppola,2005
Warren Beatty,2005
Jack Nicholson,2005
Amy Adams,2005
Tommy Lee Jones,2005
Anne Archer,2005
Brenda Blethyn,2005
John Travolta,2005
Uma Thurman,2005
Harvey Keitel,2005
James Woods,2005
Cicely Tyson,2005
Carol Kane,2005
Matthew McConaughey,2005
Penélope Cruz,2005
William H. Macy,2005
Will Smith,2005
Matt Dillon,2005
Jennifer Jason Leigh,2005
Nicole Kidman,2005
Shirley MacLaine,2005
Steve Carell,2005
Agnes Moorehead,2005
Joan Allen,2005
Kevin Costner,2005
Daniel Day-Lewis,2005
Catherine Keener,2005
Patty Duke,2005
Jake Gyllenhaal,2005
Anne Hathaway,2005
Randy Quaid,2005
Ang Lee,2005
Joaquin Phoenix,2005
Reese Witherspoon,2005
Jim Broadbent,2005
Sean Penn,2005
Sydney Pollack,2005
Susan Sarandon,2005
Alec Baldwin,2005
Diane Keaton,2005
Jeremy Renner,2005
Laura Linney,2005
Anna Paquin,2005
Viggo Mortensen,2005
William Hurt,2005
Ed Harris,2005
Queen Latifah,2005
Alfre Woodard,2005
Gus Van Sant,2005
Sandra Bullock,2005
Regina King,2005
Eileen Brennan,2005
Brad Pitt,2005
Angelina Jolie,2005
Angela Bassett,2005
Robert Duvall,2005
Antonio Banderas,2005
Catherine Zeta-Jones,2005
Debra Winger,2005
Jane Fonda,2005
Robert Downey Jr.,2005
Stephen Rea,2005
Miranda Richardson,2005
Julie Walters,2005
Bill Murray,2005
Sharon Stone,2005
Jessica Lange,2005
Jennifer Connelly,2005
John C. Reilly,2005
Tim Roth,2005
Pete Postlethwaite,2005
Peter Firth,2005
Julie Christie,2005
Jodie Foster,2005
Jamie Foxx,2005
Sam Shepard,2005
Woody Allen,2005
Toni Collette,2005
Curtis Hanson,2005
Kevin Spacey,2005
Kate Hudson,2005
Gena Rowlands,2005
Charlize Theron,2005
Frances McDormand,2005
Richard Jenkins,2005
Woody Harrelson,2005
Sissy Spacek,2005
Tess Harper,2005
Chris Sarandon,2005
Josh Brolin,2005
Kate Winslet,2005
Sam Elliott,2005
Jason Reitman,2005
Cloris Leachman,2005
Geoffrey Rush,2005
Carey Mulligan,2005
Judi Dench,2005
Mark Wahlberg,2005
Terrence Howard,2005
Taraji P. Henson,2005
John Singleton,2005
James Franco,2005
Ian McKellen,2005
Mark Ruffalo,2005
Glenn Close,2005
Allison Janney,2005
George Clooney,2005
Chris Cooper,2005
Gwyneth Paltrow,2005
Anthony Hopkins,2005
Marisa Tomei,2005
Sophie Okonedo,2005
Diane Lane,2005
Stockard Channing,2005
Anjelica Huston,2005
Samantha Morton,2005
Nicolas Cage,2005
Thomas Vinterberg,2005
Roman Polanski,2005
Sam Mendes,2005
Robert Redford,2005
Lasse Hallström,2005
Charles Durning,2005
Shohreh Aghdashloo,2005
Jared Leto,2005
Ian Holm,2005
Peter Falk,2005
Olympia Dukakis,2005
Colin Firth,2005
Atom Egoyan,2005
Al Pacino,2005
Patricia Clarkson,2005
Frank Langella,2005
Cate Blanchett,2005
Julianne Moore,2005
Laura Dern,2005
Tom Hanks,2005
Paul Newman,2005
Gary Sinise,2005
Bryan Cranston,2005
Laurie Metcalf,2005
James Whitmore,2005
Meryl Streep,2005
Stephen Frears,2005
Diane Ladd,2005
Ryan Gosling,2005
Tom Conti,2005
Lena Olin,2005
Chazz Palminteri,2005
Juliette Binoche,2005
Michael Haneke,2005
Emma Thompson,2005
Angela Lansbury,2005
Imelda Staunton,2005
Rip Torn,2005
Linda Hunt,2005
Eva Marie Saint,2005
Philip Seymour Hoffman,2005
Bennett Miller,2005
Felicity Huffman,2005
Burt Young,2005
Albert Brooks,2005
James Cromwell,2005
Bruce Davison,2005
David Lynch,2005
Forest Whitaker,2005
Steven Soderbergh,2005
Fernando Meirelles,2005
Virginia Madsen,2005
Geena Davis,2005
Rooney Mara,2005
Holly Hunter,2005
Vanessa Redgrave,2005
Lynn Redgrave,2005
James Ivory,2005
Maggie Gyllenhaal,2005
Bruce Dern,2005
Brie Larson,2005
Fernanda Montenegro,2005
Hugh Jackman,2005
Mary Steenburgen,2005
David Paymer,2005
Amanda Seyfried,2005
Peter O'Toole,2005
Sally Kirkland,2005
James Earl Jones,2005
Rob Marshall,2005
Amy Madigan,2005
Casey Affleck,2005
Charlotte Rampling,2005
Janet McTeer,2005
Jennifer Tilly,2005
Jeff Bridges,2005
Lesley Ann Warren,2005
Isabelle Huppert,2005
Roberto Benigni,2005
Cuba Gooding Jr.,2005
Lee Daniels,2005
Ken Russell,2005
Susannah York,2005
Brenda Vaccaro,2005
Dyan Cannon,2005
Sally Kellerman,2005
J.K. Simmons,2005
Danny Aiello,2005
Joan Plowright,2005
Karen Black,2005
Ned Beatty,2005
Jean Dujardin,2005
Rachel Griffiths,2005
Teri Garr,2005
Juliette Lewis,2005
Louise Fletcher,2005
Roy Scheider,2005
Ruth Negga,2005
Neil Jordan,2005
Mary Badham,2005
Lorraine Bracco,2005
Robert Loggia,2005
Kristin Scott Thomas,2005
Brad Dourif,2005
Valerie Perrine,2005
Rinko Kikuchi,2005
Marion Cotillard,2005
Janet Leigh,2005
Brenda Fricker,2005
Nick Nolte,2005
Vera Farmiga,2005
Eric Roberts,2005
Claude Lelouch,2005
Gérard Depardieu,2005
Max von Sydow,2005
Gary Busey,2005
Lee Grant,2005
Celeste Holm,2005
Geneviève Bujold,2005
Yorgos Lanthimos,2005
Omar Sharif,2005
Giancarlo Giannini,2005
Viola Davis,2005
Jim Sheridan,2005
Barry Levinson,2005
Oprah Winfrey,2005
Paul Newman,2006
Judi Dench,2006
Giancarlo Giannini,2006
Johnny Depp,2006
Keira Knightley,2006
Jonathan Pryce,2006
Naomie Harris,2006
Geoffrey Rush,2006
Frank Langella,2006
Eva Marie Saint,2006
Kevin Spacey,2006
Viola Davis,2006
Sean Penn,2006
Jude Law,2006
Kate Winslet,2006
Mark Ruffalo,2006
Patricia Clarkson,2006
Anthony Hopkins,2006
Jackie Earle Haley,2006
Frederic Forrest,2006
Leonardo DiCaprio,2006
Matt Damon,2006
Jack Nicholson,2006
Mark Wahlberg,2006
Vera Farmiga,2006
Alec Baldwin,2006
Martin Scorsese,2006
Anjelica Huston,2006
Samuel L. Jackson,2006
Julianne Moore,2006
Robin Williams,2006
Hugh Jackman,2006
Nicole Kidman,2006
Viggo Mortensen,2006
Jeremy Irons,2006
Djimon Hounsou,2006
Rachel Weisz,2006
John Malkovich,2006
Juliette Lewis,2006
Robert Downey Jr.,2006
Woody Harrelson,2006
Winona Ryder,2006
Richard Linklater,2006
Sidney Lumet,2006
Paul Giamatti,2006
M. Night Shyamalan,2006
Sharon Stone,2006
Amanda Seyfried,2006
Tess Harper,2006
Tom Hanks,2006
Ian McKellen,2006
Ron Howard,2006
Charlotte Rampling,2006
Julie Walters,2006
Laura Linney,2006
Jon Voight,2006
Tom Cruise,2006
Philip Seymour Hoffman,2006
Laurence Fishburne,2006
Laura Dern,2006
Diane Ladd,2006
Mary Steenburgen,2006
William H. Macy,2006
Naomi Watts,2006
David Lynch,2006
Halle Berry,2006
Anna Paquin,2006
Shohreh Aghdashloo,2006
Terrence Howard,2006
Cicely Tyson,2006
Tommy Lee Jones,2006
Kevin Kline,2006
Virginia Madsen,2006
John C. Reilly,2006
Meryl Streep,2006
Lily Tomlin,2006
Robert Altman,2006
Samantha Morton,2006
Rosamund Pike,2006
Will Smith,2006
Jennifer Connelly,2006
Queen Latifah,2006
Mel Gibson,2006
Edward James Olmos,2006
Annette Bening,2006
Jill Clayburgh,2006
Gwyneth Paltrow,2006
Jane Alexander,2006
Tom Wilkinson,2006
Ann-Margret,2006
Judy Davis,2006
Tim Robbins,2006
Amy Adams,2006
Harrison Ford,2006
Robert Forster,2006
Alan Arkin,2006
Pete Postlethwaite,2006
Ellen Burstyn,2006
Darren Aronofsky,2006
Michael Fassbender,2006
Cloris Leachman,2006
James Earl Jones,2006
Heath Ledger,2006
Forest Whitaker,2006
Robert De Niro,2006
Harvey Keitel,2006
Chazz Palminteri,2006
Timothy Hutton,2006
Gérard Depardieu,2006
Edward Norton,2006
Jamie Foxx,2006
Michael Mann,2006
Clive Owen,2006
Thomas Haden Church,2006
Richard Dreyfuss,2006
Wolfgang Petersen,2006
Maggie Gyllenhaal,2006
Kathleen Turner,2006
Joan Plowright,2006
Julia Roberts,2006
Oprah Winfrey,2006
Kathy Bates,2006
Robert Redford,2006
Sam Shepard,2006
Rip Torn,2006
Tom Hardy,2006
Sofia Coppola,2006
Scarlett Johansson,2006
Hilary Swank,2006
Sigourney Weaver,2006
Jim Broadbent,2006
Christian Bale,2006
Michael Caine,2006
Christopher Nolan,2006
Sam Elliott,2006
Sandra Bullock,2006
Peter Bogdanovich,2006
Whoopi Goldberg,2006
Christopher Walken,2006
Jonah Hill,2006
Sacha Baron Cohen,2006
Michael Clarke Duncan,2006
Adam McKay,2006
Sylvester Stallone,2006
Burt Young,2006
Talia Shire,2006
Octavia Spencer,2006
Brad Dourif,2006
Eric Roberts,2006
Clint Eastwood,2006
Salma Hayek,2006
Penélope Cruz,2006
Kate Hudson,2006
Matt Dillon,2006
Michael Douglas,2006
Imelda Staunton,2006
Kevin Costner,2006
Brad Pitt,2006
Cate Blanchett,2006
Adriana Barraza,2006
Rinko Kikuchi,2006
Alejandro González Iñárritu,2006
Helen Hunt,2006
Albert Finney,2006
Benedict Cumberbatch,2006
Javier Bardem,2006
Natalie Portman,2006
Randy Quaid,2006
James Franco,2006
Denzel Washington,2006
Bill Murray,2006
Bob Hoskins,2006
Richard E. Grant,2006
Abigail Breslin,2006
Guillermo del Toro,2006
Kim Basinger,2006
Greg Kinnear,2006
Olivia Colman,2006
Michael Shannon,2006
William Friedkin,2006
Kathleen Quinlan,2006
Gary Busey,2006
Woody Allen,2006
Liam Neeson,2006
Shirley Jones,2006
Shirley Knight,2006
Jodie Foster,2006
Christopher Plummer,2006
Willem Dafoe,2006
Chiwetel Ejiofor,2006
Spike Lee,2006
Antonio Banderas,2006
Paul Greengrass,2006
Marcia Gay Harden,2006
Alfonso Cuarón,2006
Eddie Murphy,2006
Jennifer Hudson,2006
John Lithgow,2006
Nicolas Cage,2006
Oliver Stone,2006
Laurie Metcalf,2006
Seymour Cassel,2006
Reese Witherspoon,2006
Alfre Woodard,2006
Taraji P. Henson,2006
Russell Crowe,2006
Marion Cotillard,2006
Ridley Scott,2006
Morgan Freeman,2006
Bruce Beresford,2006
Angela Bassett,2006
Brie Larson,2006
Renée Zellweger,2006
Emily Watson,2006
Chris Noonan,2006
Matthew McConaughey,2006
Bradley Cooper,2006
Ed Harris,2006
Adrien Brody,2006
Diane Lane,2006
Janet McTeer,2006
Kenneth Branagh,2006
Jeff Bridges,2006
Dustin Hoffman,2006
Emma Thompson,2006
Tom Hulce,2006
Linda Hunt,2006
Mickey Rooney,2006
Rami Malek,2006
Ben Kingsley,2006
Stanley Tucci,2006
Danny Aiello,2006
Mo'Nique,2006
Joan Cusack,2006
Catherine Keener,2006
Frances McDormand,2006
Riz Ahmed,2006
Ian Holm,2006
John Travolta,2006
Jared Leto,2006
Sophie Okonedo,2006
Mickey Rourke,2006
David Strathairn,2006
Anne Hathaway,2006
Jonathan Demme,2006
Pedro Almodóvar,2006
Uma Thurman,2006
Julie Christie,2006
Olympia Dukakis,2006
Casey Affleck,2006
Chloë Sevigny,2006
Nick Nolte,2006
Bong Joon-ho,2006
Cuba Gooding Jr.,2006
James Woods,2006
Anne Archer,2006
Burt Reynolds,2006
George Clooney,2006
Steven Soderbergh,2006
Sally Kirkland,2006
Ryan Gosling,2006
Rachel Griffiths,2006
Marisa Tomei,2006
Dianne Wiest,2006
Gene Hackman,2006
Marlon Brando,2006
Ned Beatty,2006
Jackie Cooper,2006
Valerie Perrine,2006
Terence Stamp,2006
Keisha Castle-Hughes,2006
Toni Collette,2006
Liza Minnelli,2006
Billy Bob Thornton,2006
Bruce Dern,2006
Barry Levinson,2006
Helen Mirren,2006
James Cromwell,2006
Stephen Frears,2006
Patricia Arquette,2006
Ethan Hawke,2006
Catalina Sandino Moreno,2006
Greta Gerwig,2006
William Hurt,2006
Todd Phillips,2006
Sissy Spacek,2006
John Hurt,2006
Steve Carell,2006
Bryan Cranston,2006
Peter Cattaneo,2006
Dennis Hopper,2006
Sydney Pollack,2006
Robert Loggia,2006
Charles Durning,2006
John Boorman,2006
Peter O'Toole,2006
Vanessa Redgrave,2006
Helena Bonham Carter,2006
Stephen Rea,2006
Teri Garr,2006
Gary Sinise,2006
Juliette Binoche,2006
Josh Brolin,2006
Piper Laurie,2006
Bruce Davison,2006
Regina King,2006
Jean Dujardin,2006
Bérénice Bejo,2006
Michel Hazanavicius,2006
Tom Conti,2006
Gary Oldman,2006
Sally Field,2006
Lorraine Bracco,2006
Lasse Hallström,2006
Kristin Scott Thomas,2006
Elizabeth McGovern,2006
Tim Roth,2006
Mark Rydell,2006
Armin Mueller-Stahl,2006
Diana Scarwid,2006
Lauren Bacall,2006
Anthony Minghella,2006
Tatum O'Neal,2006
Ken Watanabe,2006
Jessica Lange,2006
Joan Allen,2006
Susan Sarandon,2006
Ralph Fiennes,2006
Arthur Hiller,2006
Felicity Huffman,2006
Henry Fonda,2006
Amy Ryan,2006
Rosie Perez,2006
Mariel Hemingway,2006
Karen Black,2006
Melissa Leo,2006
Isabelle Huppert,2006
Faye Dunaway,2006
Maximilian Schell,2006
Marianne Jean-Baptiste,2006
Omar Sharif,2006
Ken Russell,2006
Ernest Borgnine,2006
Jeremy Renner,2006
F. Murray Abraham,2006
Brenda Blethyn,2006
Judd Hirsch,2006
Geneviève Bujold,2006
Helena Bonham Carter,2007
Ralph Fiennes,2007
Gary Oldman,2007
Maggie Smith,2007
Imelda Staunton,2007
Emma Thompson,2007
Julie Walters,2007
James Franco,2007
Thomas Haden Church,2007
James Cromwell,2007
Rosemary Harris,2007
Eddie Murphy,2007
Antonio Banderas,2007
Julie Andrews,2007
Cate Blanchett,2007
Geoffrey Rush,2007
Clive Owen,2007
Samantha Morton,2007
Eddie Redmayne,2007
Willem Dafoe,2007
Nicole Kidman,2007
Sam Elliott,2007
Ian McKellen,2007
Kathy Bates,2007
Kristin Scott Thomas,2007
Tom Courtenay,2007
Albert Brooks,2007
Tom Hanks,2007
Johnny Depp,2007
Keira Knightley,2007
Jonathan Pryce,2007
Naomie Harris,2007
Matt Damon,2007
David Strathairn,2007
Albert Finney,2007
Joan Allen,2007
Paul Greengrass,2007
Nicolas Cage,2007
Julianne Moore,2007
Peter Falk,2007
Hilary Swank,2007
Stephen Rea,2007
Angela Bassett,2007
Laurie Metcalf,2007
Max von Sydow,2007
Roman Polanski,2007
Jon Voight,2007
Terrence Howard,2007
Robin Williams,2007
Peter Fonda,2007
Robert Forster,2007
Anthony Hopkins,2007
John Malkovich,2007
Angelina Jolie,2007
Robert Zemeckis,2007
Steve Carell,2007
Morgan Freeman,2007
