name,year
Angela Lansbury,1946
Marjorie Main,1946
Bing Crosby,1946
Fred Astaire,1946
Wesley Ruggles,1946
Dorothy McGuire,1946
Ethel Barrymore,1946
Elsa Lanchester,1946
Sara Allgood,1946
Robert Siodmak,1946
Clifton Webb,1946
William Bendix,1946
Ellen Corby,1946
Henry Hathaway,1946
Loretta Young,1946
Orson Welles,1946
Humphrey Bogart,1946
Lauren Bacall,1946
Dorothy Malone,1946
Howard Hawks,1946
Ingmar Bergman,1946
Burt Lancaster,1946
Ava Gardner,1946
Edmond O'Brien,1946
J. Carrol Naish,1946
Akira Kurosawa,1946
Broderick Crawford,1946
Leo Genn,1946
Trevor Howard,1946
Susan Hayward,1946
Paul Lukas,1946
Michael Redgrave,1946
Bette Davis,1946
Victor McLaglen,1946
Claire Trevor,1946
John Mills,1946
Jean Simmons,1946
Alec Guinness,1946
David Lean,1946
Joseph L. Mankiewicz,1946
Barbara Stanwyck,1946
Van Heflin,1946
Kirk Douglas,1946
Judith Anderson,1946
Lewis Milestone,1946
Lew Ayres,1946
Frank Morgan,1946
James Gleason,1946
Erich von Stroheim,1946
Bonita Granville,1946
Basil Rathbone,1946
Katharine Hepburn,1946
Robert Mitchum,1946
Edmund Gwenn,1946
Vincente Minnelli,1946
Brian Aherne,1946
Martha Hyer,1946
Frank Sinatra,1946
Henry Koster,1946
William Gargan,1946
John Sturges,1946
Eric Roberts,1946
Lana Turner,1946
John Garfield,1946
Cecil Kellaway,1946
Hume Cronyn,1946
Eve Arden,1946
Fay Bainter,1946
Gene Tierney,1946
Anne Baxter,1946
Paul Muni,1946
Sydney Greenstreet,1946
Joan Lorring,1946
Monty Woolley,1946
Michael Curtiz,1946
Jean Renoir,1946
Marlene Dietrich,1946
Joan Crawford,1946
Jean Negulesco,1946
Natalie Wood,1946
Brian Donlevy,1946
Tom Tully,1946
Sylvia Sidney,1946
Anne Revere,1946
Spring Byington,1946
Jessica Tandy,1946
Wallace Beery,1946
Nancy Kelly,1946
Gary Cooper,1946
Claudette Colbert,1946
John Wayne,1946
Mervyn LeRoy,1946
Walter Pidgeon,1946
Robert Z. Leonard,1946
Warner Baxter,1946
John Huston,1946
Ernst Lubitsch,1946
Barry Fitzgerald,1946
John Farrow,1946
Geraldine Fitzgerald,1946
Jules Dassin,1946
Charles Coburn,1946
Dean Stockwell,1946
Gladys Cooper,1946
Edward Dmytryk,1946
Eleanor Parker,1946
William A. Wellman,1946
Michael Chekhov,1946
Deborah Kerr,1946
Anna Magnani,1946
Elizabeth Taylor,1946
Paulette Goddard,1946
Burgess Meredith,1946
Valentina Cortese,1946
Flora Robson,1946
Ralph Richardson,1946
Peter Ustinov,1946
George Sanders,1946
Akim Tamiroff,1946
Gene Lockhart,1946
Vittorio De Sica,1946
Joseph Schildkraut,1946
Don Ameche,1946
Ginger Rogers,1946
Adolphe Menjou,1946
Sam Wood,1946
Mickey Rooney,1946
Lewis Stone,1946
Jeanne Crain,1946
Robert Wise,1946
Stanley Holloway,1946
Mary Astor,1946
Walter Lang,1946
Mischa Auer,1946
Simone Signoret,1946
Merle Oberon,1946
Harry Beaumont,1946
Glynis Johns,1946
Peter Finch,1946
Celeste Holm,1946
William Powell,1946
Norman Taurog,1946
Thomas Gomez,1946
Joan Fontaine,1946
Albert Basserman,1946
William Dieterle,1946
Chester Morris,1946
Ann Sothern,1946
Burl Ives,1946
Cornel Wilde,1946
Ray Milland,1946
Gillo Pontecorvo,1946
Eddie Albert,1946
Richard Dix,1946
Maria Ouspenskaya,1946
Frank Borzage,1946
Fred Zinnemann,1946
Charles Laughton,1946
Franchot Tone,1946
Pietro Germi,1946
Billie Burke,1946
Shelley Winters,1946
Jack Oakie,1946
Ann Harding,1946
Peggy Wood,1946
Robert Benton,1946
Betty Compson,1946
Gregory Peck,1947
Dorothy McGuire,1947
John Garfield,1947
Celeste Holm,1947
Anne Revere,1947
Dean Stockwell,1947
Sam Jaffe,1947
Elia Kazan,1947
Robert Mitchum,1947
Robert Ryan,1947
Gloria Grahame,1947
Edward Dmytryk,1947
Deborah Kerr,1947
Flora Robson,1947
Jean Simmons,1947
Kirk Douglas,1947
Cary Grant,1947
Loretta Young,1947
David Niven,1947
Monty Woolley,1947
James Gleason,1947
Gladys Cooper,1947
Elsa Lanchester,1947
Henry Koster,1947
Edmund Gwenn,1947
Gene Lockhart,1947
Natalie Wood,1947
Jack Albertson,1947
Thelma Ritter,1947
George Seaton,1947
William Powell,1947
Ronald Colman,1947
Edmond O'Brien,1947
Shelley Winters,1947
Betsy Blair,1947
George Cukor,1947
Ethel Barrymore,1947
Charles Bickford,1947
Joan Crawford,1947
Van Heflin,1947
Raymond Massey,1947
Susan Hayward,1947
Eddie Albert,1947
Charles Laughton,1947
Charles Coburn,1947
Alfred Hitchcock,1947
Charles Chaplin,1947
Brian Donlevy,1947
Richard Widmark,1947
Mildred Dunnock,1947
Karl Malden,1947
Henry Hathaway,1947
Tom Tully,1947
James Mason,1947
Dan O'Herlihy,1947
Carol Reed,1947
Robert Donat,1947
Teresa Wright,1947
Judith Anderson,1947
Dean Jagger,1947
Thomas Gomez,1947
Bing Crosby,1947
Gale Sondergaard,1947
Robert Rossen,1947
Henry Fonda,1947
Barbara Bel Geddes,1947
Anatole Litvak,1947
Humphrey Bogart,1947
Lauren Bacall,1947
Agnes Moorehead,1947
Ingmar Bergman,1947
Claire Trevor,1947
Martha Hyer,1947
Ellen Corby,1947
Robert Wise,1947
Charles Crichton,1947
Orson Welles,1947
Akira Kurosawa,1947
Trevor Howard,1947
Joan Blondell,1947
Burt Lancaster,1947
Hume Cronyn,1947
Ann Blyth,1947
Jules Dassin,1947
Lew Ayres,1947
Eve Arden,1947
Lee J. Cobb,1947
Cara Williams,1947
Arthur Kennedy,1947
Ed Begley,1947
Gene Tierney,1947
Rex Harrison,1947
George Sanders,1947
Joseph L. Mankiewicz,1947
William Bendix,1947
Michael Redgrave,1947
Barbara O'Neil,1947
Clark Gable,1947
Sydney Greenstreet,1947
Adolphe Menjou,1947
Ava Gardner,1947
J. Carrol Naish,1947
John Ford,1947
Claude Rains,1947
Michael Curtiz,1947
Bonita Granville,1947
Paul Lukas,1947
James Stewart,1947
Jane Wyman,1947
William A. Wellman,1947
Donald Crisp,1947
Frank Sinatra,1947
John Wayne,1947
Sara Allgood,1947
Victor McLaglen,1947
H. B. Warner,1947
Nina Foch,1947
Larry Parks,1947
Alexander Hall,1947
Anthony Quinn,1947
Ann Harding,1947
Anna Magnani,1947
Franco Zeffirelli,1947
Ginger Rogers,1947
Cornel Wilde,1947
Spring Byington,1947
John Sturges,1947
Jane Darwell,1947
Otto Preminger,1947
Eleanor Parker,1947
Barbara Stanwyck,1947
William Demarest,1947
Gary Cooper,1947
Ray Milland,1947
Paulette Goddard,1947
William Holden,1947
Barry Fitzgerald,1947
Cecil Kellaway,1947
Cecil B. DeMille,1947
Marlene Dietrich,1947
Marjorie Main,1947
Diana Wynyard,1947
Glynis Johns,1947
Joan Lorring,1947
Wallace Beery,1947
Aline MacMahon,1947
Fay Bainter,1947
Claudette Colbert,1947
Gene Kelly,1947
Gregory La Cava,1947
Charles Walters,1947
Hermione Baddeley,1947
Katharine Hepburn,1947
Spencer Tracy,1947
Melvyn Douglas,1947
Norman Taurog,1947
Jean Renoir,1947
Stanley Holloway,1947
Dan Dailey,1947
Anne Baxter,1947
Walter Lang,1947
Joan Fontaine,1947
Lucile Watson,1947
Sam Wood,1947
James Cagney,1947
Red Buttons,1947
Janet Leigh,1947
Lana Turner,1947
Donna Reed,1947
Frank Morgan,1947
Dame May Whitty,1947
Jean Negulesco,1947
Irene Dunne,1947
Elizabeth Taylor,1947
John Mills,1947
Martha Scott,1947
Rosalind Russell,1947
Jessica Tandy,1947
Margaret Wycherly,1947
Richard Attenborough,1947
Leo Genn,1947
Katina Paxinou,1947
Burgess Meredith,1947
Vittorio De Sica,1947
Mildred Natwick,1947
Angela Lansbury,1947
Stuart Erwin,1947
Una Merkel,1947
Mary Astor,1947
Akim Tamiroff,1947
Sylvia Sidney,1947
Betty Compson,1947
Margaret Rutherford,1947
Franchot Tone,1947
Robert Morley,1947
John Dall,1947
John Farrow,1947
Gig Young,1947
Maurice Chevalier,1947
Frank Perry,1947
Cloris Leachman,1947
Hugh Griffith,1947
Mischa Auer,1947
Joseph Schildkraut,1947
Fred Zinnemann,1947
Ann Sothern,1947
Harry Beaumont,1947
Warner Baxter,1947
Jackie Cooper,1947
Lee Tracy,1947
Richard Dix,1947
Chester Morris,1947
Don Ameche,1947
Frank Borzage,1947
Broderick Crawford,1947
Henry Travers,1947
Hattie McDaniel,1947
Greer Garson,1947
Mickey Rooney,1947
Lionel Barrymore,1947
Robert Z. Leonard,1947
Valentina Cortese,1947
Walter Brennan,1947
Robert Siodmak,1947
Gladys George,1947
Sessue Hayakawa,1947
Chill Wills,1947
John Garfield,1948
Thomas Gomez,1948
John Wayne,1948
Montgomery Clift,1948
Walter Brennan,1948
Shelley Winters,1948
Richard Farnsworth,1948
Howard Hawks,1948
Laurence Olivier,1948
Jean Simmons,1948
Anthony Quayle,1948
Stanley Holloway,1948
Jane Wyman,1948
Lew Ayres,1948
Charles Bickford,1948
Agnes Moorehead,1948
Jean Negulesco,1948
Aline MacMahon,1948
Fred Zinnemann,1948
Clifton Webb,1948
Ed Begley,1948
Walter Lang,1948
Irene Dunne,1948
Barbara Bel Geddes,1948
Oscar Homolka,1948
Ellen Corby,1948
Barbara O'Neil,1948
George Stevens,1948
Barbara Stanwyck,1948
Burt Lancaster,1948
Anatole Litvak,1948
Glynis Johns,1948
Margaret Rutherford,1948
Alec Guinness,1948
David Lean,1948
Vittorio De Sica,1948
Akira Kurosawa,1948
Judy Garland,1948
Fred Astaire,1948
Charles Walters,1948
Ingrid Bergman,1948
Gene Lockhart,1948
José Ferrer,1948
J. Carrol Naish,1948
Cecil Kellaway,1948
Victor Fleming,1948
Anne Baxter,1948
Lee J. Cobb,1948
Henry Koster,1948
Humphrey Bogart,1948
Lauren Bacall,1948
Lionel Barrymore,1948
Claire Trevor,1948
John Huston,1948
Jennifer Jones,1948
Ethel Barrymore,1948
Lillian Gish,1948
Nancy Olson,1948
William Dieterle,1948
James Stewart,1948
Thelma Ritter,1948
Henry Hathaway,1948
Beulah Bondi,1948
Burl Ives,1948
Brian Donlevy,1948
Orson Welles,1948
Dan O'Herlihy,1948
Barry Fitzgerald,1948
Jules Dassin,1948
Hope Emerson,1948
Robert Siodmak,1948
Richard Widmark,1948
Cornel Wilde,1948
Celeste Holm,1948
Ray Milland,1948
Charles Laughton,1948
Elsa Lanchester,1948
John Farrow,1948
Ralph Richardson,1948
Carol Reed,1948
Robert Mitchum,1948
Tom Tully,1948
Robert Wise,1948
Bing Crosby,1948
Joan Fontaine,1948
Lucile Watson,1948
Billy Wilder,1948
William Demarest,1948
Merle Oberon,1948
Robert Ryan,1948
Paul Lukas,1948
Arthur O'Connell,1948
Gene Kelly,1948
Gladys Cooper,1948
Vincente Minnelli,1948
Jean Arthur,1948
Marlene Dietrich,1948
Frank Borzage,1948
Rex Harrison,1948
Simone Signoret,1948
Nina Foch,1948
Richard Attenborough,1948
Mickey Rooney,1948
Janet Leigh,1948
Ann Sothern,1948
Norman Taurog,1948
Margaret Wycherly,1948
Victor McLaglen,1948
Hattie McDaniel,1948
Robert Donat,1948
Margaret Leighton,1948
Charles Boyer,1948
Louis Calhern,1948
Lewis Milestone,1948
Gregory Peck,1948
William A. Wellman,1948
Vivien Leigh,1948
Dean Stockwell,1948
Edmond O'Brien,1948
Robert Stack,1948
Hugh Griffith,1948
Leo Genn,1948
Sydney Greenstreet,1948
Ava Gardner,1948
Eve Arden,1948
Sara Allgood,1948
Anne Revere,1948
Natalie Wood,1948
Ingmar Bergman,1948
Susan Hayward,1948
Cara Williams,1948
Chill Wills,1948
Wallace Beery,1948
Gladys George,1948
Harry Beaumont,1948
Elizabeth Taylor,1948
Stuart Whitman,1948
Gig Young,1948
Spencer Tracy,1948
Lana Turner,1948
Mary Astor,1948
Van Heflin,1948
Charles Coburn,1948
Claudette Colbert,1948
Don Ameche,1948
Hermione Baddeley,1948
Walter Huston,1948
Angela Lansbury,1948
Frank Morgan,1948
Rosalind Russell,1948
William Bendix,1948
Dan Dailey,1948
Jeanne Crain,1948
Katy Jurado,1948
Donald Crisp,1948
Peter Ustinov,1948
Michelangelo Antonioni,1948
David Niven,1948
Teresa Wright,1948
Cary Grant,1948
Franchot Tone,1948
Eddie Albert,1948
James Cagney,1948
Broderick Crawford,1948
Flora Robson,1948
Bette Davis,1948
Fay Bainter,1948
William Powell,1948
Ann Blyth,1948
Doris Day,1948
Michael Curtiz,1948
Paulette Goddard,1948
Burgess Meredith,1948
Henry Fonda,1948
King Vidor,1948
Greer Garson,1948
Walter Pidgeon,1948
Susan Peters,1948
Alexander Knox,1948
Dame May Whitty,1948
John Sturges,1948
Edmund Gwenn,1948
Fredric March,1948
John Dall,1948
Betsy Blair,1948
Gary Cooper,1948
Joan Lorring,1948
Leo McCarey,1948
Monty Woolley,1948
Cecil B. DeMille,1948
Anna Magnani,1948
Charles Crichton,1948
Peter Glenville,1948
Jessica Tandy,1948
Mildred Natwick,1948
William Holden,1948
George Seaton,1948
Federico Fellini,1948
Valentina Cortese,1948
Roland Young,1948
Ernst Lubitsch,1948
Otto Preminger,1948
Gene Tierney,1948
William Wellman,1948
Frank Sinatra,1948
Spring Byington,1948
Robert Z. Leonard,1948
Alfred Hitchcock,1948
Kirk Douglas,1948
Michael Chekhov,1948
Joseph L. Mankiewicz,1948
Jack Oakie,1948
James Gleason,1948
Peggy Wood,1948
Eleanor Parker,1948
Geraldine Fitzgerald,1948
Marjorie Main,1948
Akim Tamiroff,1948
Hume Cronyn,1948
Una Merkel,1948
Martha Hyer,1948
Warner Baxter,1948
Donna Reed,1948
Henry Travers,1948
Brian Aherne,1948
Oskar Werner,1948
William Gargan,1948
Joseph Schildkraut,1948
H. B. Warner,1948
Larry Parks,1948
Eric Roberts,1948
Betty Compson,1948
Marjorie Rambeau,1948
Pietro Germi,1948
Mischa Auer,1948
Ida Kamińska,1948
Richard Jaeckel,1948
Ruth Hussey,1948
Erich von Stroheim,1948
Chester Morris,1948
Tony Richardson,1948
Laurence Harvey,1948
Bonita Granville,1948
Stuart Erwin,1948
Jackie Cooper,1948
Orson Welles,1949
Trevor Howard,1949
Carol Reed,1949
Olivia de Havilland,1949
Montgomery Clift,1949
Ralph Richardson,1949
Miriam Hopkins,1949
William Wyler,1949
Gregory Peck,1949
Dean Jagger,1949
James Whitmore,1949
Richard Jaeckel,1949
William Wellman,1949
Jeanne Crain,1949
Ann Sothern,1949
Kirk Douglas,1949
Thelma Ritter,1949
Celeste Holm,1949
Joseph L. Mankiewicz,1949
Richard Todd,1949
Patricia Neal,1949
John Wayne,1949
Spencer Tracy,1949
Deborah Kerr,1949
George Cukor,1949
Loretta Young,1949
Elsa Lanchester,1949
Thomas Gomez,1949
Henry Koster,1949
Stanley Holloway,1949
Hermione Baddeley,1949
Margaret Rutherford,1949
Jackie Gleason,1949
Alec Guinness,1949
Hugh Griffith,1949
Ethel Barrymore,1949
Ethel Waters,1949
Juanita Moore,1949
Arthur Hunnicutt,1949
Elia Kazan,1949
George Sanders,1949
Angela Lansbury,1949
Russ Tamblyn,1949
Cecil B. DeMille,1949
Akira Kurosawa,1949
James Stewart,1949
Frank Morgan,1949
Agnes Moorehead,1949
Sam Wood,1949
Robert Morley,1949
Robert Ryan,1949
Robert Wise,1949
Ingrid Bergman,1949
Margaret Leighton,1949
Alfred Hitchcock,1949
Burt Lancaster,1949
Tony Curtis,1949
Robert Siodmak,1949
Bing Crosby,1949
Basil Rathbone,1949
Ellen Corby,1949
Arthur Kennedy,1949
Brian Donlevy,1949
Charles Coburn,1949
Jean Simmons,1949
Robert Mitchum,1949
William Bendix,1949
Shelley Winters,1949
Bette Davis,1949
King Vidor,1949
Elizabeth Taylor,1949
Janet Leigh,1949
Mary Astor,1949
Mervyn LeRoy,1949
Van Heflin,1949
Fred Zinnemann,1949
Doris Day,1949
Gary Cooper,1949
Joan Crawford,1949
Michael Curtiz,1949
Sydney Greenstreet,1949
Eleanor Parker,1949
Yul Brynner,1949
Humphrey Bogart,1949
Alexander Knox,1949
Sessue Hayakawa,1949
Valentina Cortese,1949
Lee J. Cobb,1949
Jack Oakie,1949
Hope Emerson,1949
Jules Dassin,1949
Gladys George,1949
James Mason,1949
J. Carrol Naish,1949
Norman Taurog,1949
Walter Brennan,1949
Edmond O'Brien,1949
Dorothy Malone,1949
Fred Astaire,1949
Ginger Rogers,1949
Billie Burke,1949
Charles Walters,1949
Judy Garland,1949
Spring Byington,1949
Liza Minnelli,1949
Robert Z. Leonard,1949
Franchot Tone,1949
Susan Hayward,1949
Gene Lockhart,1949
Nina Foch,1949
Kay Medford,1949
Claude Rains,1949
Sam Jaffe,1949
William Dieterle,1949
Broderick Crawford,1949
Mercedes McCambridge,1949
Robert Rossen,1949
Mickey Rooney,1949
Hattie McDaniel,1949
Chill Wills,1949
Ed Begley,1949
Cara Williams,1949
Ray Milland,1949
Raymond Massey,1949
David Lean,1949
Cary Grant,1949
Robert Stevenson,1949
Howard Hawks,1949
William Holden,1949
Barbara Bel Geddes,1949
Robin Williams,1949
Larry Parks,1949
William Demarest,1949
Jennifer Jones,1949
Gladys Cooper,1949
Vincente Minnelli,1949
James Gleason,1949
Ruth Hussey,1949
Peter Finch,1949
Ingmar Bergman,1949
John Mills,1949
Warner Baxter,1949
Cornel Wilde,1949
Wallace Beery,1949
Marjorie Main,1949
Lewis Stone,1949
Richard Widmark,1949
Claudette Colbert,1949
Katina Paxinou,1949
Pietro Germi,1949
Melvyn Douglas,1949
Gloria Grahame,1949
Clark Gable,1949
Walter Pidgeon,1949
Charles Bickford,1949
Jane Wyman,1949
Eve Arden,1949
Tom Tully,1949
Gene Kelly,1949
Frank Sinatra,1949
Dean Stockwell,1949
Natalie Wood,1949
Donald Crisp,1949
Edmund Gwenn,1949
Sara Allgood,1949
Greer Garson,1949
Fredric March,1949
John Garfield,1949
John Huston,1949
Adolphe Menjou,1949
Henry Travers,1949
Ava Gardner,1949
Charles Laughton,1949
Barbara Stanwyck,1949
Martha Hyer,1949
Lucile Watson,1949
Akim Tamiroff,1949
Roland Young,1949
Alexander Hall,1949
Edward Dmytryk,1949
Barry Fitzgerald,1949
Beulah Bondi,1949
Jeff Chandler,1949
Marjorie Rambeau,1949
Richard Attenborough,1949
Charles Crichton,1949
John Farrow,1949
Laurence Harvey,1949
Oskar Werner,1949
H. B. Warner,1949
Glynis Johns,1949
Gig Young,1949
Clifton Webb,1949
Rock Hudson,1949
Louis Calhern,1949
Michelangelo Antonioni,1949
Julie Andrews,1949
Marcello Mastroianni,1949
Nancy Olson,1949
Clarence Brown,1949
Paulette Goddard,1949
Oscar Homolka,1949
Aline MacMahon,1949
William Powell,1949
Dan Dailey,1949
George Seaton,1949
John Sturges,1949
Gale Sondergaard,1949
Max von Sydow,1949
Lewis Milestone,1949
David Niven,1949
Walter Huston,1949
Jean Negulesco,1949
Peter Ustinov,1949
Richard Burton,1949
Rosalind Russell,1949
Jack Kruschen,1949
Anne Baxter,1949
Anne Revere,1949
Walter Lang,1949
Denholm Elliott,1949
Burgess Meredith,1949
Ann Blyth,1949
Hume Cronyn,1949
Mischa Auer,1949
Anouk Aimée,1949
Jane Darwell,1949
Robert Donat,1949
Lionel Barrymore,1949
Cecil Kellaway,1949
Henry Hathaway,1949
Donna Reed,1949
Martha Scott,1949
Claire Trevor,1949
Simone Signoret,1949
Katy Jurado,1949
Don Ameche,1949
William Gargan,1949
Chester Morris,1949
Bette Davis,1950
Anne Baxter,1950
George Sanders,1950
Celeste Holm,1950
Thelma Ritter,1950
Joseph L. Mankiewicz,1950
John Dall,1950
William Holden,1950
Gloria Swanson,1950
Erich von Stroheim,1950
Nancy Olson,1950
Cecil B. DeMille,1950
H. B. Warner,1950
Billy Wilder,1950
Spencer Tracy,1950
Elizabeth Taylor,1950
Billie Burke,1950
Russ Tamblyn,1950
Vincente Minnelli,1950
Louis Calhern,1950
Ann Harding,1950
John Sturges,1950
James Stewart,1950
Josephine Hull,1950
Cecil Kellaway,1950
Henry Koster,1950
Eleanor Parker,1950
Agnes Moorehead,1950
Hope Emerson,1950
Ellen Corby,1950
Jan Sterling,1950
Jane Darwell,1950
Akira Kurosawa,1950
Edmond O'Brien,1950
Jane Wyman,1950
Marlene Dietrich,1950
Richard Todd,1950
Alfred Hitchcock,1950
John Wayne,1950
Chill Wills,1950
J. Carrol Naish,1950
Victor McLaglen,1950
John Ford,1950
John Garfield,1950
Jean Negulesco,1950
Humphrey Bogart,1950
Gloria Grahame,1950
Jean Hagen,1950
James Whitmore,1950
Sam Jaffe,1950
John Huston,1950
Jeff Chandler,1950
Arthur Hunnicutt,1950
Shelley Winters,1950
Rock Hudson,1950
Tony Curtis,1950
Leo Genn,1950
Peter Finch,1950
David Niven,1950
Margaret Leighton,1950
Jennifer Jones,1950
Hugh Griffith,1950
Marlon Brando,1950
Teresa Wright,1950
Fred Zinnemann,1950
Burt Lancaster,1950
Dorothy McGuire,1950
Edmund Gwenn,1950
Ginger Rogers,1950
Richard Widmark,1950
Barbara Bel Geddes,1950
Jack Palance,1950
Elia Kazan,1950
Sidney Poitier,1950
Ruby Dee,1950
Gene Tierney,1950
José Ferrer,1950
Charles Bickford,1950
Barbara O'Neil,1950
Otto Preminger,1950
Rita Moreno,1950
Norman Taurog,1950
Simone Signoret,1950
Tom Tully,1950
Karl Malden,1950
Jules Dassin,1950
Judy Holliday,1950
Broderick Crawford,1950
George Cukor,1950
Jean Simmons,1950
Charlton Heston,1950
Dean Jagger,1950
Ed Begley,1950
William Dieterle,1950
Dan Dailey,1950
Walter Brennan,1950
Dorothy Malone,1950
Ronald Colman,1950
Elsa Lanchester,1950
Betsy Blair,1950
Margaret Rutherford,1950
Joan Crawford,1950
Gary Cooper,1950
Lauren Bacall,1950
Patricia Neal,1950
Donald Crisp,1950
Gladys George,1950
Michael Curtiz,1950
Mickey Rooney,1950
Claudette Colbert,1950
Robert Ryan,1950
Judy Garland,1950
Gene Kelly,1950
Marjorie Main,1950
Charles Walters,1950
Orson Welles,1950
Laurence Harvey,1950
Henry Hathaway,1950
Robert Z. Leonard,1950
Aline MacMahon,1950
Fred Astaire,1950
Debbie Reynolds,1950
Robert Mitchum,1950
Claude Rains,1950
John Farrow,1950
Barbara Stanwyck,1950
Walter Huston,1950
Judith Anderson,1950
Thomas Gomez,1950
Beulah Bondi,1950
Ingrid Bergman,1950
Robert Siodmak,1950
Kay Medford,1950
James Mason,1950
Barry Fitzgerald,1950
Clifton Webb,1950
Jeanne Crain,1950
Sara Allgood,1950
Mildred Natwick,1950
Walter Lang,1950
David Lean,1950
Kirk Douglas,1950
Doris Day,1950
Eve Arden,1950
Dean Stockwell,1950
Paul Lukas,1950
Greer Garson,1950
Walter Pidgeon,1950
Irene Dunne,1950
Alec Guinness,1950
Sessue Hayakawa,1950
Charles Crichton,1950
Trevor Howard,1950
Peter Ustinov,1950
Ann Sothern,1950
Lucile Watson,1950
Eddie Albert,1950
Spring Byington,1950
Cornel Wilde,1950
Robert Wise,1950
Deborah Kerr,1950
Lionel Barrymore,1950
Bing Crosby,1950
William Demarest,1950
James Gleason,1950
Frank Capra,1950
Michelangelo Antonioni,1950
Ingmar Bergman,1950
Pietro Germi,1950
Oscar Homolka,1950
Lew Ayres,1950
Joan Blondell,1950
George Seaton,1950
William A. Wellman,1950
Lewis Stone,1950
Stuart Erwin,1950
Marcello Mastroianni,1950
Sophia Loren,1950
Valentina Cortese,1950
Joan Fontaine,1950
James Cagney,1950
Cary Grant,1950
Richard Brooks,1950
John Mills,1950
Richard Attenborough,1950
Michael Caine,1950
Fredric March,1950
Lana Turner,1950
Ray Milland,1950
Sam Wood,1950
Charles Laughton,1950
Franchot Tone,1950
Burgess Meredith,1950
Charles Coburn,1950
Ruth Hussey,1950
Piper Laurie,1950
Alexander Hall,1950
Clark Gable,1950
Adolphe Menjou,1950
Clarence Brown,1950
Ann Blyth,1950
Natalie Wood,1950
Hermione Baddeley,1950
Vittorio De Sica,1950
Lee J. Cobb,1950
Claire Trevor,1950
Jessica Tandy,1950
Raymond Massey,1950
Bonita Granville,1950
J. Lee Thompson,1950
Paulette Goddard,1950
Anouk Aimée,1950
Una Merkel,1950
Loretta Young,1950
Frank Morgan,1950
Celia Johnson,1950
Roland Young,1950
Richard Burton,1950
Martha Hyer,1950
Jackie Gleason,1950
Glynis Johns,1950
Rosalind Russell,1950
Larry Parks,1950
Gene Lockhart,1950
Robert Stack,1950
Peggy Lee,1950
Brian Donlevy,1950
Burl Ives,1950
William Bendix,1950
Warner Baxter,1950
Dan O'Herlihy,1950
William Wellman,1950
Stanley Holloway,1950
Anna Magnani,1950
Jack Kruschen,1950
Federico Fellini,1950
Jean Renoir,1950
Jack Oakie,1950
Richard Jaeckel,1950
Humphrey Bogart,1951
Katharine Hepburn,1951
Robert Morley,1951
Theodore Bikel,1951
John Huston,1951
Patricia Neal,1951
Sam Jaffe,1951
Stuart Whitman,1951
Robert Wise,1951
Oskar Werner,1951
Anatole Litvak,1951
Deborah Kerr,1951
Leo Genn,1951
Peter Ustinov,1951
Elizabeth Taylor,1951
Walter Pidgeon,1951
Mervyn LeRoy,1951
Arthur Kennedy,1951
Rock Hudson,1951
Alec Guinness,1951
Stanley Holloway,1951
Audrey Hepburn,1951
Charles Crichton,1951
Kirk Douglas,1951
Eleanor Parker,1951
William Bendix,1951
Gladys George,1951
Lee Grant,1951
William Wyler,1951
Jane Wyman,1951
Charles Laughton,1951
Joan Blondell,1951
Agnes Moorehead,1951
Natalie Wood,1951
Dan O'Herlihy,1951
Stanley Kubrick,1951
Alfred Hitchcock,1951
Gary Cooper,1951
Arthur Hunnicutt,1951
Ann Blyth,1951
Ed Wynn,1951
Barbara Bel Geddes,1951
Grace Kelly,1951
Henry Hathaway,1951
Gregory Peck,1951
Diane Cilento,1951
Hermione Baddeley,1951
John Wayne,1951
John Ford,1951
Robert Ryan,1951
Ed Begley,1951
James Cagney,1951
Gig Young,1951
Raymond Massey,1951
James Gleason,1951
Akira Kurosawa,1951
Gene Kelly,1951
Leslie Caron,1951
Nina Foch,1951
Vincente Minnelli,1951
Gene Tierney,1951
Miriam Hopkins,1951
Thelma Ritter,1951
Jan Sterling,1951
Ellen Corby,1951
Billy Wilder,1951
Orson Welles,1951
Cary Grant,1951
Jeanne Crain,1951
Hume Cronyn,1951
Joseph L. Mankiewicz,1951
James Whitmore,1951
Jack Warden,1951
Jane Darwell,1951
Robert Mitchum,1951
Montgomery Clift,1951
Shelley Winters,1951
Anne Revere,1951
George Stevens,1951
Edmond O'Brien,1951
Alexander Knox,1951
Charles Boyer,1951
Otto Preminger,1951
Spencer Tracy,1951
John Sturges,1951
Fred Astaire,1951
James Mason,1951
Jessica Tandy,1951
Janet Leigh,1951
Lewis Stone,1951
Spring Byington,1951
Bing Crosby,1951
Clarence Brown,1951
Lee J. Cobb,1951
Clark Gable,1951
Adolphe Menjou,1951
J. Carrol Naish,1951
William A. Wellman,1951
Ethel Barrymore,1951
Bette Davis,1951
Loretta Young,1951
Van Heflin,1951
Vittorio De Sica,1951
Vivien Leigh,1951
Marlon Brando,1951
Kim Hunter,1951
Karl Malden,1951
Elia Kazan,1951
Doris Day,1951
John Farrow,1951
Federico Fellini,1951
Jean Renoir,1951
Simone Signoret,1951
John Garfield,1951
Ann Harding,1951
Billie Burke,1951
Russ Tamblyn,1951
Broderick Crawford,1951
Ernest Borgnine,1951
John Marley,1951
Robert Donat,1951
Margaret Rutherford,1951
Richard Attenborough,1951
