index,year_ceremony,category,name,film,winner,nconst,birthYear,deathYear,primaryProfession,ceremonyAge,alive,currentYear,currentAge,gender
7555,1953,ACTRESS,Julie Harris,The Member of the Wedding,False,nm0364915,1925,2013,"actress,soundtrack",28,False,2021,0,F
7607,1953,ACTRESS IN A SUPPORTING ROLE,Jean Hagen,Singin' in the Rain,False,nm0353405,1923,1977,"actress,soundtrack",30,False,2021,0,F
7608,1953,ACTRESS IN A SUPPORTING ROLE,Colette Marchand,Moulin Rouge,False,nm0545376,1925,2015,"actress,miscellaneous",28,False,2021,0,F
7609,1953,ACTRESS IN A SUPPORTING ROLE,Terry Moore,"Come Back, Little Sheba",False,nm0601930,1929,0,"actress,producer,writer",24,True,2021,92,F
8092,1954,ACTRESS,Leslie Caron,Lili,False,nm0001989,1931,0,"actress,soundtrack",23,True,2021,90,F
8093,1964,ACTRESS,Leslie Caron,The L-Shaped Room,False,nm0001989,1931,0,"actress,soundtrack",33,True,2021,90,F
8094,1954,ACTRESS,Ava Gardner,Mogambo,False,nm0001257,1922,1990,"actress,soundtrack,stunts",32,False,2021,0,F
8097,1954,ACTRESS,Audrey Hepburn,Roman Holiday,True,nm0000030,1929,1993,"actress,soundtrack",25,False,2021,0,F
8101,1955,ACTRESS,Audrey Hepburn,Sabrina,False,nm0000030,1929,1993,"actress,soundtrack",26,False,2021,0,F
8105,1960,ACTRESS,Audrey Hepburn,The Nun's Story,False,nm0000030,1929,1993,"actress,soundtrack",31,False,2021,0,F
8109,1962,ACTRESS,Audrey Hepburn,Breakfast at Tiffany's,False,nm0000030,1929,1993,"actress,soundtrack",33,False,2021,0,F
8113,1968,ACTRESS,Audrey Hepburn,Wait until Dark,False,nm0000030,1929,1993,"actress,soundtrack",39,False,2021,0,F
8121,1954,ACTRESS,Maggie McNamara,The Moon Is Blue,False,nm0573704,1928,1978,actress,26,False,2021,0,F
8122,1954,ACTRESS IN A SUPPORTING ROLE,Grace Kelly,Mogambo,False,nm0000038,1929,1982,"actress,soundtrack",25,False,2021,0,F
8144,1955,ACTRESS,Grace Kelly,The Country Girl,True,nm0000038,1929,1982,"actress,soundtrack",26,False,2021,0,F
8166,1954,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Hondo,False,nm0656183,1924,1987,"actress,soundtrack",30,False,2021,0,F
8167,1962,ACTRESS,Geraldine Page,Summer and Smoke,False,nm0656183,1924,1987,"actress,soundtrack",38,False,2021,0,F
8168,1963,ACTRESS,Geraldine Page,Sweet Bird of Youth,False,nm0656183,1924,1987,"actress,soundtrack",39,False,2021,0,F
8169,1967,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,You're a Big Boy Now,False,nm0656183,1924,1987,"actress,soundtrack",43,False,2021,0,F
8170,1973,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Pete 'n' Tillie,False,nm0656183,1924,1987,"actress,soundtrack",49,False,2021,0,F
8171,1979,ACTRESS IN A LEADING ROLE,Geraldine Page,Interiors,False,nm0656183,1924,1987,"actress,soundtrack",55,False,2021,0,F
8172,1985,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,The Pope of Greenwich Village,False,nm0656183,1924,1987,"actress,soundtrack",61,False,2021,0,F
8173,1986,ACTRESS IN A LEADING ROLE,Geraldine Page,The Trip to Bountiful,True,nm0656183,1924,1987,"actress,soundtrack",62,False,2021,0,F
8174,1954,ACTRESS IN A SUPPORTING ROLE,Donna Reed,From Here to Eternity,True,nm0001656,1921,1986,"actress,soundtrack",33,False,2021,0,F
8385,1955,ACTRESS,Dorothy Dandridge,Carmen Jones,False,nm0199268,1922,1965,"actress,soundtrack",33,False,2021,0,F
8386,1955,ACTRESS,Judy Garland,A Star Is Born,False,nm0000023,1922,1969,"soundtrack,actress",33,False,2021,0,F
8387,1962,ACTRESS IN A SUPPORTING ROLE,Judy Garland,Judgment at Nuremberg,False,nm0000023,1922,1969,"soundtrack,actress",40,False,2021,0,F
8388,1955,ACTRESS IN A SUPPORTING ROLE,Nina Foch,Executive Suite,False,nm0001225,1924,2008,"actress,miscellaneous,soundtrack",31,False,2021,0,F
8389,1955,ACTRESS IN A SUPPORTING ROLE,Katy Jurado,Broken Lance,False,nm0432827,1924,2002,actress,31,False,2021,0,F
8390,1955,ACTRESS IN A SUPPORTING ROLE,Eva Marie Saint,On the Waterfront,True,nm0001693,1924,0,"actress,producer,soundtrack",31,True,2021,97,F
8391,1955,ACTRESS IN A SUPPORTING ROLE,Jan Sterling,The High and the Mighty,False,nm0012443,1921,2004,"actress,soundtrack",34,False,2021,0,F
8632,1956,ACTRESS,Anna Magnani,The Rose Tattoo,True,nm0536167,1908,1973,"actress,soundtrack,writer",48,False,2021,0,F
8633,1958,ACTRESS,Anna Magnani,Wild Is the Wind,False,nm0536167,1908,1973,"actress,soundtrack,writer",50,False,2021,0,F
8634,1956,ACTRESS IN A SUPPORTING ROLE,Betsy Blair,Marty,False,nm0086198,1923,2009,actress,33,False,2021,0,F
8635,1956,ACTRESS IN A SUPPORTING ROLE,Peggy Lee,Pete Kelly's Blues,False,nm0498007,1920,2002,"soundtrack,actress,music_department",36,False,2021,0,F
8644,1956,ACTRESS IN A SUPPORTING ROLE,Marisa Pavan,The Rose Tattoo,False,nm0667542,1932,0,"actress,soundtrack",24,True,2021,89,F
8645,1956,ACTRESS IN A SUPPORTING ROLE,Jo Van Fleet,East of Eden,True,nm0886888,1915,1996,"actress,soundtrack",41,False,2021,0,F
8646,1956,ACTRESS IN A SUPPORTING ROLE,Natalie Wood,Rebel without a Cause,False,nm0000081,1938,1981,"actress,soundtrack,music_department",18,False,2021,0,F
8662,1962,ACTRESS,Natalie Wood,Splendor in the Grass,False,nm0000081,1938,1981,"actress,soundtrack,music_department",24,False,2021,0,F
8678,1964,ACTRESS,Natalie Wood,Love with the Proper Stranger,False,nm0000081,1938,1981,"actress,soundtrack,music_department",26,False,2021,0,F
8999,1957,ACTRESS,Carroll Baker,Baby Doll,False,nm0004647,1931,0,"actress,soundtrack",26,True,2021,90,F
9001,1957,ACTRESS,Nancy Kelly,The Bad Seed,False,nm0446715,1921,1995,"actress,soundtrack",36,False,2021,0,F
9017,1957,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,The Bad Seed,False,nm0373012,1919,2001,actress,38,False,2021,0,F
9018,1973,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,Butterflies Are Free,True,nm0373012,1919,2001,actress,54,False,2021,0,F
9019,1957,ACTRESS IN A SUPPORTING ROLE,Patty McCormack,The Bad Seed,False,nm0566478,1945,0,"actress,soundtrack,music_department",12,True,2021,76,F
9020,1957,ACTRESS IN A SUPPORTING ROLE,Dorothy Malone,Written on the Wind,True,nm0540416,1924,2018,"actress,soundtrack",33,False,2021,0,F
9244,1958,ACTRESS,Elizabeth Taylor,Raintree County,False,nm0000072,1932,2011,"actress,soundtrack,producer",26,False,2021,0,F
9285,1959,ACTRESS,Elizabeth Taylor,Cat on a Hot Tin Roof,False,nm0000072,1932,2011,"actress,soundtrack,producer",27,False,2021,0,F
9326,1960,ACTRESS,Elizabeth Taylor,"Suddenly, Last Summer",False,nm0000072,1932,2011,"actress,soundtrack,producer",28,False,2021,0,F
9367,1961,ACTRESS,Elizabeth Taylor,Butterfield 8,True,nm0000072,1932,2011,"actress,soundtrack,producer",29,False,2021,0,F
9408,1967,ACTRESS,Elizabeth Taylor,Who's Afraid of Virginia Woolf?,True,nm0000072,1932,2011,"actress,soundtrack,producer",35,False,2021,0,F
9490,1958,ACTRESS,Lana Turner,Peyton Place,False,nm0001805,1921,1995,"actress,soundtrack,producer",37,False,2021,0,F
9492,1958,ACTRESS,Joanne Woodward,The Three Faces of Eve,True,nm0940946,1930,0,"actress,producer,director",28,True,2021,91,F
9494,1969,ACTRESS,Joanne Woodward,"Rachel, Rachel",False,nm0940946,1930,0,"actress,producer,director",39,True,2021,91,F
9496,1974,ACTRESS,Joanne Woodward,"Summer Wishes, Winter Dreams",False,nm0940946,1930,0,"actress,producer,director",44,True,2021,91,F
9498,1991,ACTRESS IN A LEADING ROLE,Joanne Woodward,Mr. & Mrs. Bridge,False,nm0940946,1930,0,"actress,producer,director",61,True,2021,91,F
9500,1958,ACTRESS IN A SUPPORTING ROLE,Carolyn Jones,The Bachelor Party,False,nm0427700,1930,1983,"actress,soundtrack",28,False,2021,0,F
9525,1958,ACTRESS IN A SUPPORTING ROLE,Hope Lange,Peyton Place,False,nm0486136,1933,2003,"actress,soundtrack",25,False,2021,0,F
9526,1958,ACTRESS IN A SUPPORTING ROLE,Miyoshi Umeki,Sayonara,True,nm0880855,1929,2007,"actress,soundtrack",29,False,2021,0,F
9527,1958,ACTRESS IN A SUPPORTING ROLE,Diane Varsi,Peyton Place,False,nm0890215,1938,1992,actress,20,False,2021,0,F
10354,1959,ACTRESS,Shirley MacLaine,Some Came Running,False,nm0000511,1934,0,"actress,soundtrack,writer",25,True,2021,87,F
10355,1961,ACTRESS,Shirley MacLaine,The Apartment,False,nm0000511,1934,0,"actress,soundtrack,writer",27,True,2021,87,F
10356,1964,ACTRESS,Shirley MacLaine,Irma La Douce,False,nm0000511,1934,0,"actress,soundtrack,writer",30,True,2021,87,F
10357,1978,ACTRESS IN A LEADING ROLE,Shirley MacLaine,The Turning Point,False,nm0000511,1934,0,"actress,soundtrack,writer",44,True,2021,87,F
10358,1984,ACTRESS IN A LEADING ROLE,Shirley MacLaine,Terms of Endearment,True,nm0000511,1934,0,"actress,soundtrack,writer",50,True,2021,87,F
10359,1959,ACTRESS IN A SUPPORTING ROLE,Peggy Cass,Auntie Mame,False,nm0143918,1924,1999,actress,35,False,2021,0,F
10360,1959,ACTRESS IN A SUPPORTING ROLE,Martha Hyer,Some Came Running,False,nm0405054,1924,2014,"actress,soundtrack,writer",35,False,2021,0,F
10361,1959,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Lonelyhearts,False,nm0822972,1925,2006,"actress,soundtrack",34,False,2021,0,F
10362,1971,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Airport,False,nm0822972,1925,2006,"actress,soundtrack",46,False,2021,0,F
10363,1979,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Interiors,False,nm0822972,1925,2006,"actress,soundtrack",54,False,2021,0,F
10364,1982,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,Reds,True,nm0822972,1925,2006,"actress,soundtrack",57,False,2021,0,F
10365,1959,ACTRESS IN A SUPPORTING ROLE,Cara Williams,The Defiant Ones,False,nm0930209,1925,0,"actress,soundtrack",34,True,2021,96,F
10471,1960,ACTRESS,Doris Day,Pillow Talk,False,nm0000013,1922,2019,"soundtrack,actress,producer",38,False,2021,0,F
10474,1960,ACTRESS,Simone Signoret,Room at the Top,True,nm0797531,1921,1985,actress,39,False,2021,0,F
10475,1966,ACTRESS,Simone Signoret,Ship of Fools,False,nm0797531,1921,1985,actress,45,False,2021,0,F
10476,1960,ACTRESS IN A SUPPORTING ROLE,Hermione Baddeley,Room at the Top,False,nm0045968,1906,1986,"actress,soundtrack",54,False,2021,0,F
10477,1960,ACTRESS IN A SUPPORTING ROLE,Susan Kohner,Imitation of Life,False,nm0463435,1936,0,"actress,soundtrack",24,True,2021,85,F
10478,1960,ACTRESS IN A SUPPORTING ROLE,Juanita Moore,Imitation of Life,False,nm0601428,1914,2014,actress,46,False,2021,0,F
10791,1961,ACTRESS,Melina Mercouri,Never on Sunday,False,nm0580479,1920,1994,"actress,soundtrack,writer",41,False,2021,0,F
10792,1961,ACTRESS IN A SUPPORTING ROLE,Glynis Johns,The Sundowners,False,nm0424318,1923,0,"actress,soundtrack",38,True,2021,98,F
10794,1961,ACTRESS IN A SUPPORTING ROLE,Shirley Jones,Elmer Gantry,True,nm0429250,1934,0,"actress,soundtrack,music_department",27,True,2021,87,F
10808,1961,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,The Dark at the Top of the Stairs,False,nm0004309,1936,2020,"actress,producer,soundtrack",25,False,2021,0,F
10814,1963,ACTRESS IN A SUPPORTING ROLE,Shirley Knight,Sweet Bird of Youth,False,nm0004309,1936,2020,"actress,producer,soundtrack",27,False,2021,0,F
10820,1961,ACTRESS IN A SUPPORTING ROLE,Janet Leigh,Psycho,False,nm0001463,1927,2004,"actress,soundtrack,miscellaneous",34,False,2021,0,F
10822,1961,ACTRESS IN A SUPPORTING ROLE,Mary Ure,Sons and Lovers,False,nm0881829,1933,1975,actress,28,False,2021,0,F
11368,1962,ACTRESS,Piper Laurie,The Hustler,False,nm0001453,1932,0,"actress,soundtrack,director",30,True,2021,89,F
11369,1977,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Carrie,False,nm0001453,1932,0,"actress,soundtrack,director",45,True,2021,89,F
11370,1987,ACTRESS IN A SUPPORTING ROLE,Piper Laurie,Children of a Lesser God,False,nm0001453,1932,0,"actress,soundtrack,director",55,True,2021,89,F
11371,1962,ACTRESS,Sophia Loren,Two Women,True,nm0000047,1934,0,"actress,soundtrack",28,True,2021,87,F
11372,1965,ACTRESS,Sophia Loren,Marriage Italian Style,False,nm0000047,1934,0,"actress,soundtrack",31,True,2021,87,F
11373,1962,ACTRESS IN A SUPPORTING ROLE,Lotte Lenya,The Roman Spring of Mrs. Stone,False,nm0502322,1898,1981,"actress,soundtrack",64,False,2021,0,F
11374,1962,ACTRESS IN A SUPPORTING ROLE,Una Merkel,Summer and Smoke,False,nm0580916,1903,1986,"actress,soundtrack,miscellaneous",59,False,2021,0,F
11375,1962,ACTRESS IN A SUPPORTING ROLE,Rita Moreno,West Side Story,True,nm0001549,1931,0,"actress,soundtrack,producer",31,True,2021,90,F
11547,1963,ACTRESS,Anne Bancroft,The Miracle Worker,True,nm0000843,1931,2005,"actress,soundtrack,director",32,False,2021,0,F
11549,1965,ACTRESS,Anne Bancroft,The Pumpkin Eater,False,nm0000843,1931,2005,"actress,soundtrack,director",34,False,2021,0,F
11551,1968,ACTRESS,Anne Bancroft,The Graduate,False,nm0000843,1931,2005,"actress,soundtrack,director",37,False,2021,0,F
11553,1978,ACTRESS IN A LEADING ROLE,Anne Bancroft,The Turning Point,False,nm0000843,1931,2005,"actress,soundtrack,director",47,False,2021,0,F
11555,1986,ACTRESS IN A LEADING ROLE,Anne Bancroft,Agnes of God,False,nm0000843,1931,2005,"actress,soundtrack,director",55,False,2021,0,F
11557,1963,ACTRESS,Lee Remick,Days of Wine and Roses,False,nm0001665,1935,1991,"actress,soundtrack",28,False,2021,0,F
11558,1963,ACTRESS IN A SUPPORTING ROLE,Mary Badham,To Kill a Mockingbird,False,nm0000825,1952,0,actress,11,True,2021,69,F
11559,1963,ACTRESS IN A SUPPORTING ROLE,Patty Duke,The Miracle Worker,True,nm0001157,1946,2016,"actress,soundtrack,producer",17,False,2021,0,F
11908,1964,ACTRESS,Patricia Neal,Hud,True,nm0623658,1926,2010,"actress,soundtrack",38,False,2021,0,F
11911,1969,ACTRESS,Patricia Neal,The Subject Was Roses,False,nm0623658,1926,2010,"actress,soundtrack",43,False,2021,0,F
11914,1964,ACTRESS,Rachel Roberts,This Sporting Life,False,nm0731499,1927,1980,"actress,soundtrack",37,False,2021,0,F
11947,1964,ACTRESS IN A SUPPORTING ROLE,Diane Cilento,Tom Jones,False,nm0162283,1932,2011,"actress,writer,director",32,False,2021,0,F
11948,1964,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Tom Jones,False,nm0715010,1915,2012,actress,49,False,2021,0,F
11949,1966,ACTRESS IN A SUPPORTING ROLE,Joyce Redman,Othello,False,nm0715010,1915,2012,actress,51,False,2021,0,F
11950,1964,ACTRESS IN A SUPPORTING ROLE,Margaret Rutherford,The V.I.P.s,True,nm0751983,1892,1972,actress,72,False,2021,0,F
11951,1964,ACTRESS IN A SUPPORTING ROLE,Lilia Skala,Lilies of the Field,False,nm0803785,1896,1994,actress,68,False,2021,0,F
12168,1965,ACTRESS,Julie Andrews,Mary Poppins,True,nm0000267,1935,0,"actress,soundtrack,producer",30,True,2021,86,F
12173,1966,ACTRESS,Julie Andrews,The Sound of Music,False,nm0000267,1935,0,"actress,soundtrack,producer",31,True,2021,86,F
12178,1983,ACTRESS IN A LEADING ROLE,Julie Andrews,Victor/Victoria,False,nm0000267,1935,0,"actress,soundtrack,producer",48,True,2021,86,F
12183,1965,ACTRESS,Debbie Reynolds,The Unsinkable Molly Brown,False,nm0001666,1932,2016,"actress,soundtrack,writer",33,False,2021,0,F
12197,1965,ACTRESS,Kim Stanley,Seance on a Wet Afternoon,False,nm0822535,1925,2001,actress,40,False,2021,0,F
12200,1983,ACTRESS IN A SUPPORTING ROLE,Kim Stanley,Frances,False,nm0822535,1925,2001,actress,58,False,2021,0,F
12203,1965,ACTRESS IN A SUPPORTING ROLE,Grayson Hall,The Night of the Iguana,False,nm0355621,1922,1985,actress,43,False,2021,0,F
12204,1965,ACTRESS IN A SUPPORTING ROLE,Lila Kedrova,Zorba the Greek,True,nm0444321,1918,2000,"actress,soundtrack",47,False,2021,0,F
12562,1966,ACTRESS,Julie Christie,Darling,True,nm0001046,1940,0,"actress,soundtrack",26,True,2021,81,F
12568,1972,ACTRESS,Julie Christie,McCabe & Mrs. Miller,False,nm0001046,1940,0,"actress,soundtrack",32,True,2021,81,F
12574,1998,ACTRESS IN A LEADING ROLE,Julie Christie,Afterglow,False,nm0001046,1940,0,"actress,soundtrack",58,True,2021,81,F
12580,2008,ACTRESS IN A LEADING ROLE,Julie Christie,Away from Her,False,nm0001046,1940,0,"actress,soundtrack",68,True,2021,81,F
12586,1966,ACTRESS,Samantha Eggar,The Collector,False,nm0002058,1939,0,"actress,soundtrack",27,True,2021,82,F
12587,1966,ACTRESS,Elizabeth Hartman,A Patch of Blue,False,nm0366946,1943,1987,actress,23,False,2021,0,F
12591,1966,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Inside Daisy Clover,False,nm0002106,1896,1985,"actress,writer,soundtrack",70,False,2021,0,F
12596,1969,ACTRESS IN A SUPPORTING ROLE,Ruth Gordon,Rosemary's Baby,True,nm0002106,1896,1985,"actress,writer,soundtrack",73,False,2021,0,F
12601,1966,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Othello,False,nm0001749,1934,0,"actress,soundtrack",32,True,2021,87,F
12636,1970,ACTRESS,Maggie Smith,The Prime of Miss Jean Brodie,True,nm0001749,1934,0,"actress,soundtrack",36,True,2021,87,F
12671,1973,ACTRESS,Maggie Smith,Travels with My Aunt,False,nm0001749,1934,0,"actress,soundtrack",39,True,2021,87,F
12706,1979,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,California Suite,True,nm0001749,1934,0,"actress,soundtrack",45,True,2021,87,F
12741,1987,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,A Room with a View,False,nm0001749,1934,0,"actress,soundtrack",53,True,2021,87,F
12776,2002,ACTRESS IN A SUPPORTING ROLE,Maggie Smith,Gosford Park,False,nm0001749,1934,0,"actress,soundtrack",68,True,2021,87,F
12811,1966,ACTRESS IN A SUPPORTING ROLE,Peggy Wood,The Sound of Music,False,nm0939931,1892,1978,"actress,soundtrack",74,False,2021,0,F
13113,1967,ACTRESS,Ida Kaminska,The Shop on Main Street,False,nm0436706,1899,1980,actress,68,False,2021,0,F
13114,1967,ACTRESS,Lynn Redgrave,Georgy Girl,False,nm0001655,1943,2010,"actress,soundtrack",24,False,2021,0,F
13115,1999,ACTRESS IN A SUPPORTING ROLE,Lynn Redgrave,Gods and Monsters,False,nm0001655,1943,2010,"actress,soundtrack",56,False,2021,0,F
13116,1967,ACTRESS,Vanessa Redgrave,Morgan!,False,nm0000603,1937,0,"actress,soundtrack,producer",30,True,2021,84,F
13117,1969,ACTRESS,Vanessa Redgrave,Isadora,False,nm0000603,1937,0,"actress,soundtrack,producer",32,True,2021,84,F
13118,1972,ACTRESS,Vanessa Redgrave,"Mary, Queen of Scots",False,nm0000603,1937,0,"actress,soundtrack,producer",35,True,2021,84,F
13119,1978,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Julia,True,nm0000603,1937,0,"actress,soundtrack,producer",41,True,2021,84,F
13120,1985,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,The Bostonians,False,nm0000603,1937,0,"actress,soundtrack,producer",48,True,2021,84,F
13121,1993,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,Howards End,False,nm0000603,1937,0,"actress,soundtrack,producer",56,True,2021,84,F
13122,1967,ACTRESS IN A SUPPORTING ROLE,Sandy Dennis,Who's Afraid of Virginia Woolf?,True,nm0006800,1937,1992,actress,30,False,2021,0,F
13126,1967,ACTRESS IN A SUPPORTING ROLE,Vivien Merchant,Alfie,False,nm0580357,1929,1982,actress,38,False,2021,0,F
13614,1968,ACTRESS,Faye Dunaway,Bonnie and Clyde,False,nm0001159,1941,0,"actress,producer,director",27,True,2021,80,F
13615,1975,ACTRESS,Faye Dunaway,Chinatown,False,nm0001159,1941,0,"actress,producer,director",34,True,2021,80,F
13616,1977,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,True,nm0001159,1941,0,"actress,producer,director",36,True,2021,80,F
13617,1968,ACTRESS IN A SUPPORTING ROLE,Carol Channing,Thoroughly Modern Millie,False,nm0151919,1921,2019,"actress,soundtrack",47,False,2021,0,F
13618,1968,ACTRESS IN A SUPPORTING ROLE,Mildred Natwick,Barefoot in the Park,False,nm0622450,1905,1994,"actress,soundtrack",63,False,2021,0,F
13619,1968,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,Bonnie and Clyde,True,nm0663820,1927,0,"actress,soundtrack",41,True,2021,94,F
13620,1969,ACTRESS IN A SUPPORTING ROLE,Estelle Parsons,"Rachel, Rachel",False,nm0663820,1927,0,"actress,soundtrack",42,True,2021,94,F
13621,1968,ACTRESS IN A SUPPORTING ROLE,Beah Richards,Guess Who's Coming to Dinner,False,nm0723968,1920,2000,actress,48,False,2021,0,F
13622,1968,ACTRESS IN A SUPPORTING ROLE,Katharine Ross,The Graduate,False,nm0001684,1940,0,"actress,writer,soundtrack",28,True,2021,81,F
25315,1969,ACTRESS,Barbra Streisand,Funny Girl,True,nm0000659,1942,0,"soundtrack,producer,actress",27,True,2021,79,F
25316,1974,ACTRESS,Barbra Streisand,The Way We Were,False,nm0000659,1942,0,"soundtrack,producer,actress",32,True,2021,79,F
25317,1969,ACTRESS IN A SUPPORTING ROLE,Lynn Carlin,Faces,False,nm0137524,1938,0,"actress,soundtrack",31,True,2021,83,F
25318,1969,ACTRESS IN A SUPPORTING ROLE,Sondra Locke,The Heart Is a Lonely Hunter,False,nm0516800,1944,2018,"actress,director,soundtrack",25,False,2021,0,F
25319,1969,ACTRESS IN A SUPPORTING ROLE,Kay Medford,Funny Girl,False,nm0575552,1919,1980,actress,50,False,2021,0,F
25488,1970,ACTRESS,Jane Fonda,"They Shoot Horses, Don't They?",False,nm0000404,1937,0,"actress,producer,soundtrack",33,True,2021,84,F
25489,1972,ACTRESS,Jane Fonda,Klute,True,nm0000404,1937,0,"actress,producer,soundtrack",35,True,2021,84,F
25490,1978,ACTRESS IN A LEADING ROLE,Jane Fonda,Julia,False,nm0000404,1937,0,"actress,producer,soundtrack",41,True,2021,84,F
25491,1979,ACTRESS IN A LEADING ROLE,Jane Fonda,Coming Home,True,nm0000404,1937,0,"actress,producer,soundtrack",42,True,2021,84,F
25492,1980,ACTRESS IN A LEADING ROLE,Jane Fonda,The China Syndrome,False,nm0000404,1937,0,"actress,producer,soundtrack",43,True,2021,84,F
25493,1982,ACTRESS IN A SUPPORTING ROLE,Jane Fonda,On Golden Pond,False,nm0000404,1937,0,"actress,producer,soundtrack",45,True,2021,84,F
25494,1987,ACTRESS IN A LEADING ROLE,Jane Fonda,The Morning After,False,nm0000404,1937,0,"actress,producer,soundtrack",50,True,2021,84,F
25495,1970,ACTRESS,Liza Minnelli,The Sterile Cuckoo,False,nm0591485,1946,0,"soundtrack,actress,producer",24,True,2021,75,F
25496,1973,ACTRESS,Liza Minnelli,Cabaret,True,nm0591485,1946,0,"soundtrack,actress,producer",27,True,2021,75,F
25497,1970,ACTRESS IN A SUPPORTING ROLE,Catherine Burns,Last Summer,False,nm0122610,1945,2019,actress,25,False,2021,0,F
25507,1970,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Bob & Carol & Ted & Alice,False,nm0001007,1937,0,"actress,director,writer",33,True,2021,84,F
25508,1979,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,Heaven Can Wait,False,nm0001007,1937,0,"actress,director,writer",42,True,2021,84,F
25509,1970,ACTRESS IN A SUPPORTING ROLE,Goldie Hawn,Cactus Flower,True,nm0000443,1945,0,"actress,producer,soundtrack",25,True,2021,76,F
25510,1981,ACTRESS IN A LEADING ROLE,Goldie Hawn,Private Benjamin,False,nm0000443,1945,0,"actress,producer,soundtrack",36,True,2021,76,F
25511,1970,ACTRESS IN A SUPPORTING ROLE,Sylvia Miles,Midnight Cowboy,False,nm0587249,1924,2019,actress,46,False,2021,0,F
25512,1976,ACTRESS IN A SUPPORTING ROLE,Sylvia Miles,"Farewell, My Lovely",False,nm0587249,1924,2019,actress,52,False,2021,0,F
25513,1970,ACTRESS IN A SUPPORTING ROLE,Susannah York,"They Shoot Horses, Don't They?",False,nm0948772,1939,2011,"actress,writer,soundtrack",31,False,2021,0,F
25639,1971,ACTRESS,Jane Alexander,The Great White Hope,False,nm0000737,1939,0,"actress,producer,soundtrack",32,True,2021,82,F
25651,1977,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,False,nm0000737,1939,0,"actress,producer,soundtrack",38,True,2021,82,F
25663,1980,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,False,nm0000737,1939,0,"actress,producer,soundtrack",41,True,2021,82,F
25675,1984,ACTRESS IN A LEADING ROLE,Jane Alexander,Testament,False,nm0000737,1939,0,"actress,producer,soundtrack",45,True,2021,82,F
25687,1971,ACTRESS,Glenda Jackson,Women in Love,True,nm0413559,1936,0,"actress,soundtrack",35,True,2021,85,F
25688,1972,ACTRESS,Glenda Jackson,Sunday Bloody Sunday,False,nm0413559,1936,0,"actress,soundtrack",36,True,2021,85,F
25689,1974,ACTRESS,Glenda Jackson,A Touch of Class,True,nm0413559,1936,0,"actress,soundtrack",38,True,2021,85,F
25690,1976,ACTRESS,Glenda Jackson,Hedda,False,nm0413559,1936,0,"actress,soundtrack",40,True,2021,85,F
25691,1971,ACTRESS,Ali MacGraw,Love Story,False,nm0532298,1939,0,"actress,producer,soundtrack",32,True,2021,82,F
25692,1971,ACTRESS,Sarah Miles,Ryan's Daughter,False,nm0587234,1941,0,"actress,soundtrack",30,True,2021,80,F
25709,1971,ACTRESS,Carrie Snodgress,Diary of a Mad Housewife,False,nm0811202,1945,2004,actress,26,False,2021,0,F
25710,1971,ACTRESS IN A SUPPORTING ROLE,Karen Black,Five Easy Pieces,False,nm0000947,1939,2013,"actress,soundtrack,writer",32,False,2021,0,F
25722,1971,ACTRESS IN A SUPPORTING ROLE,Sally Kellerman,M*A*S*H,False,nm0001419,1937,0,"actress,soundtrack,miscellaneous",34,True,2021,84,F
26061,1972,ACTRESS,Janet Suzman,Nicholas and Alexandra,False,nm0840531,1939,0,"actress,director,soundtrack",33,True,2021,82,F
26062,1972,ACTRESS IN A SUPPORTING ROLE,Ann-Margret,Carnal Knowledge,False,nm0000268,1941,0,"actress,soundtrack",31,True,2021,80,F
26063,1976,ACTRESS,Ann-Margret,Tommy,False,nm0000268,1941,0,"actress,soundtrack",35,True,2021,80,F
26064,1972,ACTRESS IN A SUPPORTING ROLE,Ellen Burstyn,The Last Picture Show,False,nm0000995,1932,0,"actress,producer,soundtrack",40,True,2021,89,F
